rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
3,6,00:07:11.400,10785,B,,長球,1,,A4,340,37,1,,,2,0,,B3,348,882,1
3,7,00:07:12.900,10823,A,,長球,,,B3,348,882,1,,,2,0,,D5,22,-32,2
3,8,00:07:14.300,10858,B,,未擊球,,,D5,22,-32,2,出界,對方失誤,2,1,B,,,,
4,1,00:07:27.400,11184,B,1,發長球,,,B2,193,279,2,,,2,1,,A4,138,891,1
4,2,00:07:29.500,11238,A,,長球,1,,A4,138,891,1,,,2,1,,B4,83,26,1
4,3,00:07:30.900,11272,B,,切球,,,B4,83,26,1,,,2,1,,A1,96,516,2
4,4,00:07:31.800,11294,A,,放小球,,1,A1,96,516,2,,,2,1,,B1,96,420,2
4,5,00:07:32.800,11321,B,,挑球,,,B1,96,420,2,,,2,1,,A4,68,887,1
4,6,00:07:34.200,11354,A,,長球,1,,A4,68,887,1,,,2,1,,B4,85,32,1
4,7,00:07:35.500,11387,B,,切球,,,B4,85,32,1,,,2,1,,A1,81,507,2
4,8,00:07:36.400,11411,A,,挑球,,1,A1,81,507,2,,,2,1,,E4,447,41,2
4,9,00:07:38.200,11455,B,,未擊球,,,E4,447,41,2,出界,對方失誤,2,2,B,,,,
5,1,00:07:50.200,11756,B,1,發長球,,,B2,167,282,2,,,2,2,,B4,294,897,1
5,2,00:07:52.400,11811,A,,殺球,,,B4,294,897,1,,,2,2,,B3,64,184,2
5,3,00:07:53.200,11829,B,,防守回挑,,,B3,64,184,2,,,2,2,,A3,59,779,1
5,4,00:07:54.000,11849,A,,長球,,1,A3,59,779,1,,,2,2,,B5,109,-44,2
5,5,00:07:55.600,11889,B,,未擊球,,,B5,109,-44,2,出界,對方失誤,2,3,B,,,,
6,1,00:08:07.500,12188,B,1,發長球,,,B2,186,283,2,,,2,3,,A4,96,883,1
6,2,00:08:09.700,12242,A,,切球,1,,A4,96,883,1,,,2,3,,C2,418,290,2
6,3,00:08:10.600,12266,B,,未擊球,,,C2,418,290,2,出界,對方失誤,2,4,B,,,,
7,1,00:08:20.500,12513,B,1,發長球,,,B2,160,281,2,,,2,4,,B4,266,894,1
7,2,00:08:22.700,12567,A,,長球,,,B4,266,894,1,,,2,4,,A4,327,18,1
7,3,00:08:24.000,12601,B,,長球,1,,A4,327,18,1,,,2,4,,B4,351,891,1
7,4,00:08:25.100,12627,A,,長球,,,B4,351,891,1,,,2,4,,A4,353,21,1
7,5,00:08:26.400,12659,B,,切球,1,,A4,353,21,1,,,2,4,,A1,360,465,2
7,6,00:08:27.000,12674,B,,掛網球,,,A1,360,465,2,未回擊成功,對方失誤,3,4,A,,,,
8,1,00:08:40.900,13022,A,1,發長球,,,B2,241,657,2,,,3,4,,A4,278,34,1
8,2,00:08:43.100,13077,B,,長球,1,,A4,278,34,1,,,3,4,,A3,124,866,1
8,3,00:08:43.900,13098,A,,長球,1,,A3,124,866,1,,,3,4,,A4,300,28,1
8,4,00:08:45.200,13131,B,,長球,1,,A4,300,28,1,,,3,4,,B4,348,908,1
8,5,00:08:46.400,13161,A,,切球,,,B4,348,908,1,,,3,4,,A1,324,405,2
8,6,00:08:47.400,13184,B,,放小球,,1,A1,324,405,2,,,3,4,,A1,111,516,2
8,7,00:08:48.300,13208,A,,挑球,,1,A1,111,516,2,,,3,4,,A4,312,21,1
8,8,00:08:49.700,13243,B,,長球,1,,A4,312,21,1,,,3,4,,B4,359,910,2
8,9,00:08:50.900,13272,A,,過渡切球,,,B4,359,910,2,,,3,4,,B1,112,421,2
8,10,00:08:51.800,13294,B,,放小球,,,B1,112,421,2,,,3,4,,A1,71,541,2
8,11,00:08:52.800,13319,A,,挑球,,1,A1,71,541,2,,,3,4,,B4,78,25,2
8,12,00:08:54.200,13355,B,,過渡切球,,,B4,78,25,2,,,3,4,,A1,93,506,2
8,13,00:08:54.900,13373,A,,挑球,,1,A1,93,506,2,,,3,4,,B4,92,25,2
8,14,00:08:56.000,13401,B,,過渡切球,,,B4,92,25,2,,,3,4,,A1,117,511,2
8,15,00:08:56.900,13423,A,,挑球,,1,A1,117,511,2,,,3,4,,A4,355,24,1
8,16,00:08:58.100,13452,B,,長球,1,,A4,355,24,1,,,3,4,,B4,336,892,1
8,17,00:08:59.600,13490,A,,長球,,,B4,336,892,1,,,3,4,,C4,406,44,2
8,18,00:09:00.700,13517,B,,未擊球,,,C4,406,44,2,出界,對方失誤,3,5,B,,,,
,,,,,,,,,,,,,,,3,5,,,,,
9,1,00:09:16.200,13904,A,,切球,1,,A3,76,881,1,,,3,5,,B3,71,117,2
9,2,00:09:16.800,13919,B,,擋小球,,,B3,71,117,2,,,3,5,,A1,80,502,2
9,3,00:09:17.800,13946,A,,挑球,,1,A1,80,502,2,,,3,5,,B4,86,36,1
9,4,00:09:19.700,13992,B,,殺球,,,B4,86,36,1,,,3,5,,A2,76,691,2
9,5,00:09:20.100,14003,A,,防守回挑,,1,A2,76,691,2,,,3,5,,A4,230,34,1
9,6,00:09:20.800,14019,B,,擋小球,1,,A4,230,34,1,,,3,5,,A1,106,547,2
9,7,00:09:21.600,14039,A,,放小球,,1,A1,106,547,2,,,3,5,,B1,86,362,2
9,8,00:09:22.600,14065,B,,挑球,,,B1,86,362,2,,,3,5,,B4,324,896,1
9,9,00:09:24.000,14099,A,,長球,,,B4,324,896,1,,,3,5,,A5,342,-44,2
9,10,00:09:25.300,14132,B,,未擊球,,,A5,342,-44,2,出界,對方失誤,3,6,B,,,,
10,1,00:09:38.900,14472,B,1,發長球,,,B2,157,273,2,,,3,6,,B4,319,907,1
10,2,00:09:41.000,14525,A,,切球,,,B4,319,907,1,,,3,6,,B1,105,330,2
10,3,00:09:41.800,14546,B,,挑球,,,B1,105,330,2,,,3,6,,A4,73,886,1
10,4,00:09:43.000,14576,A,,切球,1,,A4,73,886,1,,,3,6,,A2,319,290,2
10,5,00:09:43.800,14594,B,,放小球,,1,A2,319,290,2,,,3,6,,B1,355,521,2
10,6,00:09:44.900,14622,A,,放小球,,,B1,355,521,2,,,3,6,,A1,349,412,2
10,7,00:09:45.900,14647,B,,放小球,,1,A1,349,412,2,,,3,6,,B1,352,495,2
10,8,00:09:46.600,14666,A,,放小球,,,B1,352,495,2,,,3,6,,B1,114,414,2
10,9,00:09:47.600,14690,B,,未擊球,,,B1,114,414,2,落地,小球質量好,4,6,A,,,,
11,1,00:10:13.800,15345,A,1,發小球,,,B2,259,637,2,,,4,6,,B1,90,377,2
11,2,00:10:14.600,15366,B,,挑球,,,B1,90,377,2,,,4,6,,A4,71,891,1
11,3,00:10:15.600,15389,A,,長球,,1,A4,71,891,1,,,4,6,,A4,304,38,1
11,4,00:10:16.600,15414,B,,殺球,1,,A4,304,38,1,,,4,6,,B3,367,747,2
11,5,00:10:17.000,15425,A,,擋小球,,,B3,367,747,2,,,4,6,,B1,91,404,2
11,6,00:10:18.100,15453,B,,挑球,,,B1,91,404,2,,,4,6,,A4,90,883,1
11,7,00:10:19.200,15480,A,,長球,1,,A4,90,883,1,,,4,6,,B4,78,40,1
11,8,00:10:20.300,15508,B,,切球,,,B4,78,40,1,,,4,6,,A2,61,681,2
11,9,00:10:21.100,15527,A,,放小球,,1,A2,61,681,2,,,4,6,,A1,349,394,2
11,10,00:10:22.000,15551,B,,挑球,,1,A1,349,394,2,,,4,6,,B4,362,883,1
11,11,00:10:23.200,15581,A,,切球,,,B4,362,883,1,,,4,6,,B1,91,406,2
11,12,00:10:24.400,15609,B,,挑球,,,B1,91,406,2,,,4,6,,A4,86,886,1
11,13,00:10:25.600,15640,A,,切球,1,,A4,86,886,1,,,4,6,,B1,74,400,2
11,14,00:10:26.500,15663,B,,挑球,,,B1,74,400,2,,,4,6,,B3,341,876,1
11,15,00:10:27.900,15698,A,,切球,,,B3,341,876,1,,,4,6,,A2,357,265,1
11,16,00:10:28.700,15717,B,,擋小球,,1,A2,357,265,1,,,4,6,,A1,223,463,2
11,17,00:10:29.100,15728,B,,掛網球,,,A1,223,463,2,未回擊成功,對方失誤,5,6,A,,,,
12,1,00:10:47.900,16197,A,1,發長球,,,B2,247,659,2,,,5,6,,A4,264,29,1
12,2,00:10:50.100,16253,B,,長球,1,,A4,264,29,1,,,5,6,,B4,351,894,1
12,3,00:10:51.100,16278,A,,切球,,,B4,351,894,1,,,5,6,,A1,351,422,2
12,4,00:10:52.200,16304,B,,放小球,,1,A1,351,422,2,,,5,6,,B1,359,506,2
12,5,00:10:53.100,16328,A,,放小球,,,B1,359,506,2,,,5,6,,A1,337,447,2
12,6,00:10:54.300,16357,B,,放小球,,1,A1,337,447,2,,,5,6,,C1,410,465,2
12,7,00:10:54.900,16373,B,,掛網球,,,C1,410,465,2,未回擊成功,小球質量佳,6,6,A,,,,
,,,,,,,,,,,,,,,6,6,,,,,
13,1,00:11:11.600,16791,B,,未擊球,,,A4,229,38,2,出界,對方失誤,6,7,B,,,,
14,1,00:11:23.000,17076,B,1,發長球,,,B2,203,289,2,,,6,7,,A4,83,892,1
14,2,00:11:25.200,17130,A,,殺球,,,A4,83,892,1,,,6,7,,A2,234,229,2
14,3,00:11:25.700,17142,B,,擋小球,,1,A2,234,229,2,,,6,7,,A1,158,580,2
14,4,00:11:26.200,17156,A,,挑球,,1,A1,158,580,2,,,6,7,,A3,284,162,1
14,5,00:11:26.800,17169,B,,殺球,1,,A3,284,162,1,,,6,7,,B3,355,859,2
14,6,00:11:27.300,17182,A,,未擊球,,,B3,355,859,2,落地,殺球得分,6,8,B,,,,
,,,,,,,,,,,,,,,6,8,,,,,
15,1,00:11:42.900,17572,A,,切球,,,B4,322,904,1,,,6,8,,B1,74,375,2
15,2,00:11:43.800,17595,B,,挑球,,,B1,74,375,2,,,6,8,,B4,340,888,1
15,3,00:11:45.100,17627,A,,長球,,,B4,340,888,1,,,6,8,,A4,334,33,1
15,4,00:11:46.400,17660,B,,切球,1,,A4,334,33,1,,,6,8,,B1,358,548,2
15,5,00:11:47.300,17682,A,,放小球,,,B1,358,548,2,,,6,8,,B1,140,423,2
15,6,00:11:48.300,17707,B,,挑球,,,B1,140,423,2,,,6,8,,B4,343,919,2
15,7,00:11:49.500,17738,A,,過渡切球,,,B4,343,919,2,,,6,8,,B2,78,308,2
15,8,00:11:50.600,17765,B,,挑球,,,B2,78,308,2,,,6,8,,A3,54,851,1
15,9,00:11:51.600,17791,A,,長球,,1,A3,54,851,1,,,6,8,,B4,69,30,1
15,10,00:11:52.800,17819,B,,長球,,,B4,69,30,1,,,6,8,,A3,74,851,1
15,11,00:11:53.800,17844,A,,長球,1,,A3,74,851,1,,,6,8,,B4,84,39,1
15,12,00:11:54.800,17871,B,,切球,,,B4,84,39,1,,,6,8,,B1,257,521,2
15,13,00:11:55.600,17891,A,,挑球,,,B1,257,521,2,,,6,8,,A4,306,48,1
15,14,00:11:56.500,17913,B,,長球,1,,A4,306,48,1,,,6,8,,A3,70,859,1
15,15,00:11:57.600,17941,A,,切球,1,,A3,70,859,1,,,6,8,,A1,69,471,2
15,16,00:11:58.200,17956,A,,掛網球,,,A1,69,471,2,未回擊成功,對方失誤,6,9,B,,,,
16,1,00:12:14.800,18371,B,1,發長球,,,B2,189,301,2,,,6,9,,A4,117,908,1
16,2,00:12:17.000,18424,A,,長球,1,,A4,117,908,1,,,6,9,,B4,37,10,2
16,3,00:12:18.600,18466,B,,未擊球,,,B4,37,10,2,落地,對方失誤,7,9,A,,,,
17,1,00:13:01.100,19527,A,1,發長球,,,B2,248,648,2,,,7,9,,A4,301,36,1
17,2,00:13:03.300,19583,B,,長球,1,,A4,301,36,1,,,7,9,,B4,345,890,1
17,3,00:13:04.300,19608,A,,切球,,,B4,345,890,1,,,7,9,,A1,343,367,2
17,4,00:13:05.200,19630,B,,挑球,,,A1,343,367,2,,,7,9,,B4,345,895,1
17,5,00:13:06.400,19659,A,,切球,,,B4,345,895,1,,,7,9,,B2,77,195,2
17,6,00:13:07.200,19679,B,,擋小球,,,B2,77,195,2,,,7,9,,A2,77,616,2
17,7,00:13:08.000,19699,A,,挑球,,1,A2,77,616,2,,,7,9,,B4,113,36,1
17,8,00:13:08.800,19719,B,,殺球,,,B4,113,36,1,,,7,9,,B3,321,766,2
17,9,00:13:09.300,19732,A,,未擊球,,,B3,321,766,2,落地,殺球得分,7,10,B,,,,
,,,,,,,,,,,,,,,,,,,,,
18,1,00:13:25.500,20138,A,,殺球,,,B4,305,897,1,,,7,10,,A3,340,159,2
18,2,00:13:26.200,20154,B,,擋小球,,1,A3,340,159,2,,,7,10,,B1,322,516,2
18,3,00:13:27.000,20175,A,,挑球,,,B1,322,516,2,,,7,10,,A3,365,61,1
18,4,00:13:28.000,20199,B,,殺球,1,,A3,365,61,1,,,7,10,,C3,14,782,2
18,5,00:13:28.800,20220,A,,未擊球,,,C3,14,782,2,出界,對方失誤,8,10,A,,,,
19,1,00:13:49.100,20728,A,1,發小球,,,B2,280,661,2,,,8,10,,B1,111,407,2
19,2,00:13:50.000,20751,B,,挑球,,,B1,111,407,2,,,8,10,,A3,68,848,1
19,3,00:13:51.100,20777,A,,切球,,1,A3,68,848,1,,,8,10,,A1,310,375,2
19,4,00:13:52.000,20800,B,,挑球,,1,A1,310,375,2,,,8,10,,B4,314,897,1
19,5,00:13:53.100,20828,A,,切球,,,B4,314,897,1,,,8,10,,B1,90,368,2
19,6,00:13:54.100,20852,B,,挑球,,,B1,90,368,2,,,8,10,,B4,321,905,1
19,7,00:13:55.200,20881,A,,長球,,,B4,321,905,1,,,8,10,,A4,319,37,1
19,8,00:13:56.400,20910,B,,長球,1,,A4,319,37,1,,,8,10,,B4,369,894,1
19,9,00:13:57.500,20938,A,,長球,,,B4,369,894,1,,,8,10,,B4,53,24,1
19,10,00:13:58.700,20968,B,,過渡切球,,,B4,53,24,1,,,8,10,,A2,70,632,2
19,11,00:13:59.500,20987,A,,放小球,,1,A2,70,632,2,,,8,10,,B1,88,392,2
19,12,00:14:00.500,21012,B,,放小球,,,B1,88,392,2,,,8,10,,A1,83,504,2
19,13,00:14:01.400,21035,A,,挑球,,1,A1,83,504,2,,,8,10,,A1,134,471,2
19,14,00:14:01.500,21038,A,,掛網球,,,A1,134,471,2,未回擊成功,對方失誤,8,11,B,,,,
20,1,00:15:06.900,22672,B,1,發長球,,,B2,199,291,2,,,8,11,,A4,174,900,1
20,2,00:15:09.100,22727,A,,殺球,1,,A4,174,900,1,,,8,11,,A3,360,184,2
20,3,00:15:09.600,22739,B,,擋小球,,1,A3,360,184,2,,,8,11,,B2,360,619,2
20,4,00:15:10.200,22756,A,,挑球,,,B2,360,619,2,,,8,11,,A4,359,31,1
20,5,00:15:11.300,22783,B,,長球,1,,A4,359,31,1,,,8,11,,B4,360,904,1
20,6,00:15:13.000,22825,A,,殺球,,,B4,360,904,1,,,8,11,,A2,371,192,2
20,7,00:15:13.500,22838,B,,擋小球,,1,A2,371,192,2,,,8,11,,B1,187,462,2
20,8,00:15:14.200,22856,B,,掛網球,,,B1,187,462,2,未回擊成功,對方失誤,9,11,A,,,,
21,1,00:15:30.700,23268,A,1,發長球,,,B2,234,664,2,,,9,11,,A4,293,25,1
21,2,00:15:32.900,23323,B,,切球,1,,A4,293,25,1,,,9,11,,B3,363,755,2
21,3,00:15:33.600,23340,A,,擋小球,,,B3,363,755,2,,,9,11,,A1,344,392,2
21,4,00:15:34.500,23363,B,,挑球,,1,A1,344,392,2,,,9,11,,B4,356,901,2
21,5,00:15:35.600,23391,A,,過渡切球,,,B4,356,901,2,,,9,11,,A2,336,248,2
21,6,00:15:36.400,23409,B,,放小球,,1,A2,336,248,2,,,9,11,,A1,89,554,2
21,7,00:15:37.300,23432,A,,挑球,,1,A1,89,554,2,,,9,11,,B4,77,39,2
21,8,00:15:38.300,23458,B,,平球,,,B4,77,39,2,,,9,11,,A2,107,709,2
21,9,00:15:38.800,23469,A,,挑球,,1,A2,107,709,2,,,9,11,,A4,278,29,1
21,10,00:15:39.600,23491,B,,切球,1,,A4,278,29,1,,,9,11,,B1,348,509,2
21,11,00:15:40.700,23517,A,,放小球,,,B1,348,509,2,,,9,11,,B1,96,433,2
21,12,00:15:41.900,23547,B,,放小球,,,B1,96,433,2,,,9,11,,B1,82,462,2
21,13,00:15:42.000,23550,B,,掛網球,,,B1,82,462,2,未回擊成功,對方失誤,10,11,A,,,,
22,1,00:15:58.200,23954,A,1,發長球,,,B2,264,638,2,,,10,11,,B4,143,33,1
22,2,00:16:00.400,24009,B,,長球,,,B4,143,33,1,,,10,11,,A3,88,859,1
22,3,00:16:01.300,24033,A,,長球,1,,A3,88,859,1,,,10,11,,B4,81,26,1
22,4,00:16:02.800,24069,B,,長球,,,B4,81,26,1,,,10,11,,B4,316,890,2
22,5,00:16:03.900,24097,A,,過渡切球,,,B4,316,890,2,,,10,11,,A1,317,393,2
22,6,00:16:04.800,24121,B,,挑球,,1,A1,317,393,2,,,10,11,,A3,100,837,1
22,7,00:16:05.900,24147,A,,長球,1,,A3,100,837,1,,,10,11,,B4,92,37,1
22,8,00:16:07.200,24180,B,,長球,,,B4,92,37,1,,,10,11,,B4,330,901,1
22,9,00:16:08.500,24212,A,,長球,,,B4,330,901,1,,,10,11,,A4,331,29,1
22,10,00:16:09.800,24244,B,,切球,1,,A4,331,29,1,,,10,11,,B1,330,555,2
22,11,00:16:10.800,24269,A,,放小球,,,B1,330,555,2,,,10,11,,A1,337,406,2
22,12,00:16:11.800,24296,B,,挑球,,1,A1,337,406,2,,,10,11,,B4,353,900,1
22,13,00:16:13.400,24334,A,,切球,,,B4,353,900,1,,,10,11,,B1,95,388,2
22,14,00:16:14.300,24357,B,,放小球,,,B1,95,388,2,,,10,11,,A1,75,522,2
22,15,00:16:15.300,24383,A,,放小球,,1,A1,75,522,2,,,10,11,,B1,81,364,2
22,16,00:16:16.400,24411,B,,未擊球,,,B1,81,364,2,落地,假動作騙到對手,11,11,A,,,,
23,1,00:16:36.800,24920,A,1,發長球,,,B2,245,650,2,,,11,11,,A4,292,31,1
23,2,00:16:39.000,24974,B,,切球,1,,A4,292,31,1,,,11,11,,A2,98,678,2
23,3,00:16:39.600,24991,A,,挑球,,1,A2,98,678,2,,,11,11,,B3,77,63,1
23,4,00:16:40.500,25012,B,,切球,,,B3,77,63,1,,,11,11,,A1,110,512,2
23,5,00:16:41.400,25035,A,,擋小球,,1,A1,110,512,2,,,11,11,,A1,77,470,2
23,6,00:16:42.000,25051,A,,掛網球,,,A1,77,470,2,未回擊成功,對方失誤,11,12,B,,,,
,,,,,,,,,,,,,,,11,12,,,,,
24,1,00:16:58.900,25472,A,,切球,,,B4,336,903,1,,,11,12,,A3,344,176,2
24,2,00:16:59.500,25487,B,,擋小球,,1,A3,344,176,2,,,11,12,,B1,337,556,2
24,3,00:17:00.600,25515,A,,挑球,,,B1,337,556,2,,,11,12,,A4,346,52,1
24,4,00:17:01.400,25536,B,,殺球,1,,A4,346,52,1,,,11,12,,B2,305,659,2
24,5,00:17:02.000,25551,A,,防守回挑,,,B2,305,659,2,,,11,12,,A3,290,169,1
24,6,00:17:02.700,25567,B,,殺球,,,A3,290,169,1,,,11,12,,B2,345,714,2
24,7,00:17:03.100,25577,A,,擋小球,,,B2,345,714,2,,,11,12,,A0,335,468,2
24,8,00:17:03.400,25586,A,,掛網球,,,A0,335,468,2,未回擊成功,對方失誤,11,13,B,,,,
,,,,,,,,,,,,,,,11,13,,,,,
25,1,00:17:19.900,25997,A,,切球,1,,A4,99,892,1,,,11,13,,B2,54,252,2
25,2,00:17:20.900,26022,B,,放小球,,,B2,54,252,2,,,11,13,,A1,73,502,2
25,3,00:17:21.900,26047,A,,放小球,,1,A1,73,502,2,,,11,13,,B1,52,445,2
25,4,00:17:22.900,26073,B,,未擊球,,,B1,52,445,2,落地,翻網,12,13,A,,,,
26,1,00:17:45.000,26624,A,1,發長球,,,B2,270,643,2,,,12,13,,B4,129,37,1
26,2,00:17:47.300,26682,B,,長球,,,B4,129,37,1,,,12,13,,A3,78,769,1
26,3,00:17:47.900,26698,A,,長球,,1,A3,78,769,1,,,12,13,,B4,129,28,1
26,4,00:17:49.200,26730,B,,切球,,,B4,129,28,1,,,12,13,,B2,360,654,2
26,5,00:17:49.900,26748,A,,擋小球,,,B2,360,654,2,,,12,13,,A1,370,370,2
26,6,00:17:51.000,26774,B,,挑球,,1,A1,370,370,2,,,12,13,,B4,333,912,1
26,7,00:17:52.100,26803,A,,切球,,,B4,333,912,1,,,12,13,,A3,337,113,2
26,8,00:17:52.700,26817,B,,擋小球,,1,A3,337,113,2,,,12,13,,B1,357,511,2
26,9,00:17:53.600,26840,A,,放小球,,,B1,357,511,2,,,12,13,,A1,346,401,2
26,10,00:17:54.500,26863,B,,挑球,,1,A1,346,401,2,,,12,13,,B4,297,912,1
26,11,00:17:55.800,26894,A,,切球,,,B4,297,912,1,,,12,13,,B1,70,356,2
26,12,00:17:56.800,26919,B,,挑球,,,B1,70,356,2,,,12,13,,B4,344,891,2
26,13,00:17:58.000,26951,A,,過渡切球,,,B4,344,891,2,,,12,13,,A1,322,383,2
26,14,00:17:59.000,26976,B,,挑球,,1,A1,322,383,2,,,12,13,,A3,96,850,1
26,15,00:18:00.300,27007,A,,長球,1,,A3,96,850,1,,,12,13,,A4,305,34,1
26,16,00:18:01.600,27041,B,,長球,1,,A4,305,34,1,,,12,13,,D4,402,903,2
26,17,00:18:03.200,27080,A,,未擊球,,,D4,402,903,2,出界,對方失誤,13,13,A,,,,
27,1,00:18:22.600,27565,A,1,發長球,,,B2,245,646,2,,,13,13,,A4,321,24,1
27,2,00:18:24.900,27622,B,,長球,1,,A4,321,24,1,,,13,13,,A3,117,793,1
27,3,00:18:25.700,27642,A,,長球,1,,A3,117,793,1,,,13,13,,B4,80,29,1
27,4,00:18:27.000,27676,B,,長球,,,B4,80,29,1,,,13,13,,A3,56,851,1
27,5,00:18:28.100,27703,A,,長球,1,,A3,56,851,1,,,13,13,,B4,96,41,1
27,6,00:18:29.900,27748,B,,切球,,,B4,96,41,1,,,13,13,,B1,319,558,2
27,7,00:18:30.900,27772,A,,挑球,,,B1,319,558,2,,,13,13,,A4,320,47,1
27,8,00:18:32.100,27803,B,,長球,1,,A4,320,47,1,,,13,13,,B5,331,-58,2
27,9,00:18:34.200,27856,A,,未擊球,,,B5,331,-58,2,出界,對方失誤,14,13,A,,,,
28,1,00:19:28.000,29199,A,1,發長球,,,B2,268,631,2,,,14,13,,B4,162,23,1
28,2,00:19:29.100,29227,B,,殺球,,,B4,162,23,1,,,14,13,,A2,97,614,2
28,3,00:19:29.700,29242,A,,防守回挑,,1,A2,97,614,2,,,14,13,,B4,85,25,1
28,4,00:19:30.600,29266,B,,殺球,,,B4,85,25,1,,,14,13,,A2,74,713,2
28,5,00:19:31.100,29278,A,,防守回挑,,1,A2,74,713,2,,,14,13,,B3,81,115,1
28,6,00:19:31.800,29294,B,,殺球,,,B3,81,115,1,,,14,13,,A3,51,748,2
28,7,00:19:32.200,29305,A,,防守回挑,,1,A3,51,748,2,,,14,13,,E1,-28,508,2
28,8,00:19:33.200,29329,A,,未過網,,,E1,-28,508,2,未回擊成功,殺球強勁,14,14,B,,,,
29,1,00:19:50.400,29760,B,1,發長球,,,B2,160,283,2,,,14,14,,B4,349,903,1
29,2,00:19:52.600,29816,A,,切球,,,B4,349,903,1,,,14,14,,B1,83,381,2
29,3,00:19:53.600,29840,B,,挑球,,,B1,83,381,2,,,14,14,,A3,105,820,1
29,4,00:19:54.600,29866,A,,殺球,1,,A3,105,820,1,,,14,14,,B3,64,181,2
