rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
12,8,00:11:40,21014,5,7,1,lob,0.0,0,1.0,9,0.578048780487805,-1.3724999999999998,,,1,262.8,566.64,8,228.1,355.2,1,1,11,13
12,9,00:11:41,21053,5,7,0,clear,0.0,0,1.0,5,1.0951219512195125,1.28140625,,,9,229.9,189.71,8,213.0,619.14,1,1,11,13
12,10,00:11:42,21078,5,7,1,smash,0.0,0,2.0,6,1.4280487804878053,-1.17,,,8,246.5,714.5,9,195.9,162.27,1,1,11,13
12,11,00:11:43,21090,5,7,0,defensive shot,0.0,1,1.0,8,0.1365853658536584,0.97453125,,,8,179.1,225.51,5,260.2,732.6,1,1,11,13
12,12,00:11:43,21115,5,7,1,smash,1.0,0,2.0,5,-0.945121951219512,-1.0368229166666667,,,8,232.7,636.69,8,199.8,279.19,1,1,11,13
12,13,00:11:44,21126,5,7,0,defensive shot,0.0,0,2.0,10,-2.118292682926829,0.7979166666666669,not pass over the net,0.0,8,154.0,264.69,8,202.1,638.41,1,1,11,13
15,1,00:13:31,24340,6,9,0,short service,0.0,1,2.0,7,0.6134146341463416,0.5473437500000001,,,8,168.9,287.01,8,233.5,672.22,1,1,14,7
15,2,00:13:31,24359,6,9,1,lob,0.0,0,1.0,9,-0.7353658536585366,-1.50765625,,,8,205.6,596.07,8,170.8,267.0,1,1,14,7
15,3,00:13:33,24395,6,9,0,drop,0.0,0,2.0,1,1.340243902439024,0.6347916666666666,,,9,116.6,174.71,8,192.5,654.08,1,1,14,7
15,4,00:13:34,24420,6,9,1,lob,0.0,0,1.0,5,-1.0841463414634147,-1.3484375,,,8,245.9,647.64,8,170.8,238.76,1,1,14,7
15,5,00:13:35,24452,6,9,0,drop,0.0,0,2.0,1,1.05609756097561,0.4915624999999999,,,9,107.4,194.21,8,183.3,647.91,1,1,14,7
15,6,00:13:36,24481,6,9,1,net shot,0.0,0,2.0,1,-0.8890243902439026,-0.3781250000000001,,,7,224.1,590.92,8,161.3,236.28,1,1,14,7
15,7,00:13:36,24508,6,9,0,lob,0.0,0,2.0,10,1.7353658536585368,1.7106250000000005,out,0.0,8,136.5,353.91,8,184.5,627.35,1,1,14,7
22,1,00:18:43,33709,10,12,1,short service,0.0,1,2.0,7,0.6548780487804877,-0.3282812499999998,,,8,175.5,638.54,8,135.2,259.85,1,1,21,9
22,2,00:18:44,33730,10,12,0,lob,0.0,0,1.0,9,-0.8146341463414634,1.619895833333333,,,8,238.5,348.21,8,196.7,638.44,1,1,21,9
22,3,00:18:45,33768,10,12,1,smash,0.0,0,2.0,5,-1.3987804878048782,-1.1405729166666667,,,9,131.5,759.81,8,152.3,282.26,1,1,21,9
22,4,00:18:46,33782,10,12,0,defensive shot,0.0,0,2.0,2,-1.2207317073170731,0.3677083333333334,,,8,132.2,264.96,9,111.5,771.59,1,1,21,9
22,5,00:18:47,33812,10,12,1,net shot,0.0,1,2.0,7,-0.1926829268292684,-0.3584895833333332,,,8,114.7,601.58,8,110.6,270.29,1,1,21,9
22,6,00:18:47,33839,10,12,0,lob,0.0,0,1.0,4,-0.9085365853658536,1.6793750000000005,,,7,164.9,378.38,8,161.1,607.95,1,1,21,9
22,7,00:18:49,33882,10,12,1,clear,0.0,0,1.0,4,1.1024390243902435,-1.41828125,,,9,124.5,776.72,8,148.3,257.13,1,1,21,9
22,8,00:18:50,33917,10,12,0,drop,1.0,0,1.0,1,1.3768292682926826,0.4723437500000003,,,8,200.4,243.57,8,171.1,707.62,1,1,21,9
22,9,00:18:51,33942,10,12,1,push/rush,0.0,0,2.0,5,-0.9548780487804878,-1.2244270833333333,opponent's ball landed,0.0,1,264.6,587.3,8,216.5,230.28,1,1,21,9
23,1,00:19:10,34519,10,13,1,short service,0.0,1,2.0,7,-0.479268292682927,-0.4831770833333332,,,8,184.9,636.91,8,131.7,270.02,1,1,22,6
23,2,00:19:11,34542,10,13,0,net shot,0.0,1,2.0,2,-1.0707317073170732,0.2909895833333333,,,7,122.3,376.6,8,176.6,616.07,1,1,22,6
23,3,00:19:12,34562,10,13,1,push/rush,0.0,1,1.0,4,1.1890243902439024,-1.47625,,,7,124.2,584.7,8,136.7,335.43,1,1,22,6
23,4,00:19:13,34591,10,13,0,clear,1.0,0,1.0,3,1.4,1.6781250000000003,,,8,207.8,253.79,8,192.7,669.36,1,1,22,6
23,5,00:19:14,34643,10,13,1,smash,0.0,0,2.0,5,-0.9365853658536584,-1.02375,,,3,267.4,770.03,8,179.6,238.64,1,1,22,6
23,6,00:19:15,34658,10,13,0,defensive shot,0.0,0,2.0,1,-1.146341463414634,0.0633854166666667,touched the net,0.0,8,148.7,294.64,5,257.0,752.94,1,1,22,6
28,1,00:23:52,42965,13,15,0,short service,0.0,1,2.0,7,-0.6963414634146341,0.5865625,,,8,181.7,311.22,8,120.4,662.06,1,1,27,11
28,2,00:23:52,42986,13,15,1,net shot,0.0,1,2.0,7,0.1426829268292681,-0.27046875,,,7,156.4,587.92,8,177.4,325.57,1,1,27,11
28,3,00:23:53,43008,13,15,0,lob,0.0,0,1.0,9,-0.6414634146341462,1.6857291666666665,,,7,194.6,382.5,8,171.6,611.18,1,1,27,11
28,4,00:23:55,43050,13,15,1,drop,0.0,0,2.0,5,-1.1634146341463416,-0.6697916666666668,,,9,146.4,763.72,8,158.3,259.55,1,1,27,11
28,5,00:23:55,43074,13,15,0,net shot,0.0,0,2.0,2,-1.1804878048780487,0.1938541666666668,,,5,90.1,283.04,8,150.2,687.4,1,1,27,11
28,6,00:23:56,43099,13,15,1,net shot,0.0,1,2.0,1,-1.2158536585365851,-0.06046875,,,2,91.6,564.2,8,138.9,294.76,1,1,27,11
28,7,00:23:57,43124,13,15,0,push/rush,0.0,0,1.0,9,0.9097560975609756,1.612083333333333,,,1,97.1,424.35,7,121.9,574.44,1,1,27,11
28,8,00:23:58,43163,13,15,1,drop,0.0,0,2.0,6,1.2621951219512195,-0.7303125000000001,,,9,202.4,781.71,8,165.8,259.45,1,1,27,11
28,9,00:23:59,43185,13,15,0,net shot,0.0,1,2.0,1,1.5048780487804876,0.3692187499999999,,,6,255.1,336.43,8,210.3,723.03,1,1,27,11
28,10,00:24:00,43213,13,15,1,lob,0.0,0,1.0,4,1.3231707317073171,-1.4626562500000002,,,1,278.2,588.92,8,222.9,313.14,1,1,27,11
28,11,00:24:01,43252,13,15,0,drop,0.0,0,2.0,2,1.2792682926829266,0.055,touched the net,0.0,6,260.3,205.65,8,217.8,655.52,1,1,27,11
29,1,00:24:22,43871,14,15,1,short service,0.0,1,2.0,7,0.6243902439024389,-0.3845833333333332,,,8,171.6,641.71,8,232.2,235.32,1,1,28,14
29,2,00:24:23,43891,14,15,0,lob,0.0,0,1.0,3,1.1670731707317072,1.684791666666667,,,8,234.4,359.69,8,198.5,622.45,1,1,28,14
29,3,00:24:24,43931,14,15,1,drop,0.0,0,2.0,6,1.319512195121951,-0.7676562499999999,,,9,238.0,793.03,8,185.6,276.87,1,1,28,14
29,4,00:24:24,43949,14,15,0,net shot,0.0,1,2.0,7,0.3621951219512194,0.5298958333333333,,,8,244.1,312.89,8,218.7,747.66,1,1,28,14
29,5,00:24:25,43973,14,15,1,lob,0.0,0,1.0,3,-0.9926829268292684,-1.3771354166666665,,,8,187.3,601.18,8,205.1,291.5,1,1,28,14
29,6,00:24:26,44009,14,15,0,smash,0.0,0,2.0,6,-1.1560975609756097,1.0796874999999997,,,9,109.4,196.92,8,197.6,664.79,1,1,28,14
29,7,00:24:27,44021,14,15,1,defensive shot,0.0,1,2.0,7,-0.7121951219512196,-0.4589583333333333,,,8,187.7,682.84,3,102.5,166.5,1,1,28,14
29,8,00:24:28,44045,14,15,0,net shot,0.0,0,2.0,2,-1.2121951219512197,0.2527083333333332,,,7,140.9,369.7,8,166.8,667.95,1,1,28,14
29,9,00:24:28,44069,14,15,1,lob,0.0,1,1.0,4,1.1512195121951216,-1.4904687499999998,,,7,112.5,584.77,8,153.2,309.15,1,1,28,14
29,10,00:24:30,44103,14,15,0,drop,1.0,0,2.0,1,1.2475609756097563,0.4449479166666664,,,8,208.4,222.46,8,194.2,667.84,1,1,28,14
29,11,00:24:30,44124,14,15,1,net shot,0.0,0,2.0,7,-0.6097560975609756,-0.4020833333333333,,,5,251.5,652.28,9,219.4,195.35,1,1,28,14
29,12,00:24:31,44154,14,15,0,net shot,0.0,0,2.0,7,0.9170731707317072,0.2752604166666668,,,7,127.4,369.85,8,188.9,630.53,1,1,28,14
29,13,00:24:32,44175,14,15,1,push/rush,0.0,0,1.0,6,1.3097560975609754,-1.2651041666666667,,,7,210.4,589.3,8,171.4,323.27,1,1,28,14
29,14,00:24:33,44202,14,15,0,smash,1.0,0,2.0,3,1.5060975609756098,1.70421875,misjudged,0.0,8,207.4,240.88,8,219.5,661.65,1,1,28,14
30,1,00:24:55,44861,14,16,0,short service,0.0,1,2.0,7,0.45,0.5386979166666664,,,8,172.0,316.13,8,232.8,666.17,1,1,29,19
30,2,00:24:56,44880,14,16,1,lob,0.0,0,1.0,3,-0.902439024390244,-1.506614583333333,,,8,203.8,606.07,8,171.4,299.25,1,1,29,19
30,3,00:24:57,44918,14,16,0,smash,0.0,0,2.0,6,-1.1182926829268294,0.9767708333333333,,,9,119.1,171.88,8,186.5,663.31,1,1,29,19
30,4,00:24:57,44935,14,16,1,defensive shot,0.0,1,1.0,3,-1.3792682926829267,-1.50359375,,,8,123.5,609.79,10,128.8,137.45,1,1,29,19
30,5,00:24:59,44975,14,16,0,drop,0.0,0,2.0,2,-0.9548780487804878,0.6138541666666667,,,3,74.9,189.19,8,168.7,673.97,1,1,29,19
30,6,00:24:59,44997,14,16,1,net shot,0.0,1,2.0,7,-0.0878048780487803,-0.4848958333333334,,,8,122.6,613.08,8,111.0,223.79,1,1,29,19
30,7,00:25:00,45020,14,16,0,net shot,0.0,1,2.0,2,-1.0439024390243905,0.2908854166666668,,,8,153.5,349.14,8,167.7,641.72,1,1,29,19
30,8,00:25:01,45042,14,16,1,net shot,0.0,1,2.0,7,-0.0231707317073171,-0.4389583333333332,,,7,122.6,583.01,8,158.8,330.49,1,1,29,19
30,9,00:25:02,45068,14,16,0,net shot,0.0,0,2.0,7,-0.0987804878048779,0.2589583333333334,,,7,166.6,369.43,8,170.1,632.22,1,1,29,19
30,10,00:25:02,45089,14,16,1,net shot,0.0,0,2.0,1,-0.9036585365853658,-0.1788541666666665,,,7,169.1,581.03,8,179.8,323.18,1,1,29,19
30,11,00:25:03,45112,14,16,0,net shot,0.0,0,2.0,2,-1.3853658536585365,0.4521875000000002,,,8,122.1,347.18,8,168.6,612.84,1,1,29,19
30,12,00:25:04,45140,14,16,1,lob,0.0,1,1.0,5,-1.1390243902439026,-1.3481250000000002,,,2,85.3,590.01,8,146.9,337.65,1,1,29,19
30,13,00:25:06,45180,14,16,0,smash,0.0,0,2.0,6,-1.154878048780488,1.0483854166666664,,,9,115.9,174.72,8,170.1,652.63,1,1,29,19
30,14,00:25:06,45192,14,16,1,defensive shot,0.0,1,2.0,8,-0.4621951219512196,-0.5653125000000001,,,8,176.4,658.77,3,79.2,172.47,1,1,29,19
30,15,00:25:07,45221,14,16,0,net shot,0.0,0,2.0,7,0.5182926829268293,0.3815104166666667,,,8,158.1,325.79,8,157.5,649.58,1,1,29,19
30,16,00:25:08,45241,14,16,1,drive,0.0,0,2.0,8,0.0134146341463413,-0.6151562500000001,,,7,197.4,575.71,8,155.4,284.71,1,1,29,19
30,17,00:25:08,45259,14,16,0,push/rush,0.0,0,1.0,3,1.4073170731707314,1.6649479166666663,,,8,180.3,344.24,8,192.9,597.82,1,1,29,19
30,18,00:25:09,45297,14,16,1,clear,0.0,0,1.0,4,1.4329268292682926,-1.4060416666666669,,,3,260.5,779.07,8,200.5,308.59,1,1,29,19
30,19,00:25:10,45329,14,16,0,drop,1.0,0,2.0,10,1.701219512195122,0.0638020833333333,touched the net,0.0,6,266.4,224.32,8,230.0,707.44,1,1,29,19
31,1,00:25:33,45996,14,17,1,long service,0.0,1,1.0,5,-1.0048780487804878,-1.3348958333333334,,,8,185.3,647.91,8,134.4,280.0,1,1,30,8
31,2,00:25:34,46027,14,17,0,smash,0.0,0,2.0,8,0.746341463414634,1.1386979166666666,,,8,111.8,210.43,8,190.7,676.88,1,1,30,8
31,3,00:25:34,46043,14,17,1,defensive shot,0.0,0,2.0,7,0.2512195121951219,-0.3829687499999998,,,8,198.8,678.34,10,94.7,135.07,1,1,30,8
31,4,00:25:35,46072,14,17,0,net shot,0.0,0,2.0,1,0.9987804878048778,0.2555729166666669,,,8,227.0,352.93,8,198.3,630.49,1,1,30,8
31,5,00:25:36,46093,14,17,1,net shot,0.0,0,2.0,7,0.6304878048780487,-0.1203125000000001,,,7,240.9,536.47,8,201.6,350.91,1,1,30,8
31,6,00:25:37,46117,14,17,0,net shot,0.0,1,2.0,7,0.4817073170731707,0.266875,,,7,198.3,402.11,7,218.0,556.36,1,1,30,8
31,7,00:25:38,46142,14,17,1,lob,0.0,0,1.0,8,0.6280487804878049,-1.20625,,,7,205.6,577.38,8,179.2,327.91,1,1,30,8
31,8,00:25:39,46189,14,17,0,smash,0.0,0,2.0,10,-1.5414634146341464,1.157447916666667,out,0.0,8,217.4,245.94,8,206.5,676.82,1,1,30,8
33,1,00:26:57,48529,16,17,0,short service,0.0,1,2.0,8,-0.5268292682926828,0.6917708333333336,,,8,184.6,327.85,8,129.1,663.54,1,1,32,13
33,2,00:26:58,48548,16,17,1,net shot,0.0,1,2.0,7,0.1731707317073169,-0.3713020833333334,,,8,162.0,599.65,8,181.6,316.02,1,1,32,13
33,3,00:26:59,48571,16,17,0,net shot,0.0,1,2.0,2,-1.002439024390244,0.2031770833333332,,,7,178.9,373.78,8,167.6,620.99,1,1,32,13
33,4,00:26:59,48593,16,17,1,net shot,0.0,1,2.0,7,-0.1500000000000001,-0.2582812499999998,,,7,132.5,569.18,8,167.2,337.42,1,1,32,13
33,5,00:27:00,48614,16,17,0,lob,0.0,0,1.0,9,-0.4695121951219512,1.711666666666667,,,7,160.2,376.2,7,165.0,584.47,1,1,32,13
33,6,00:27:01,48654,16,17,1,drop,0.0,0,2.0,5,-1.174390243902439,-0.6940624999999999,,,9,150.9,763.72,8,160.9,277.18,1,1,32,13
33,7,00:27:02,48676,16,17,0,net shot,0.0,0,2.0,7,-0.0597560975609756,0.4206770833333332,,,5,95.8,328.86,8,155.2,711.93,1,1,32,13
33,8,00:27:03,48699,16,17,1,net shot,0.0,0,2.0,7,-0.4439024390243903,-0.16984375,,,8,149.4,596.38,8,138.4,297.21,1,1,32,13
33,9,00:27:04,48722,16,17,0,push/rush,0.0,0,1.0,4,-0.8829268292682928,1.5864583333333335,,,7,143.9,376.37,8,174.6,612.81,1,1,32,13
33,10,00:27:05,48750,16,17,1,smash,1.0,0,2.0,5,-1.079268292682927,-0.9579166666666667,,,9,162.1,762.38,8,136.3,249.59,1,1,32,13
33,11,00:27:05,48764,16,17,0,net shot,0.0,0,2.0,7,0.876829268292683,0.6535416666666668,,,8,110.6,307.25,8,150.5,741.06,1,1,32,13
33,12,00:27:06,48793,16,17,1,lob,0.0,0,1.0,4,1.2036585365853658,-1.461927083333333,,,8,225.8,597.64,8,162.6,254.38,1,1,32,13
33,13,00:27:07,48827,16,17,0,smash,0.0,0,2.0,6,-1.3414634146341464,1.1494791666666668,opponent's ball landed,0.0,8,246.5,213.93,8,217.0,635.18,1,1,32,13
35,1,00:28:28,51244,18,17,0,short service,0.0,1,2.0,7,-0.675609756097561,0.5235416666666666,,,8,184.1,315.99,8,131.5,662.01,1,1,34,22
35,2,00:28:28,51264,18,17,1,net shot,0.0,1,2.0,7,0.3036585365853659,-0.1511979166666665,,,7,156.4,586.22,8,176.2,313.69,1,1,34,22
35,3,00:28:29,51288,18,17,0,lob,0.0,1,1.0,3,0.947560975609756,1.6848958333333333,,,7,176.5,400.17,8,169.1,620.98,1,1,34,22
35,4,00:28:30,51322,18,17,1,smash,0.0,0,2.0,6,1.452439024390244,-1.0895833333333331,,,9,201.9,798.06,8,168.3,284.55,1,1,34,22
35,5,00:28:31,51333,18,17,0,defensive shot,0.0,1,2.0,7,0.8609756097560974,0.2559895833333332,,,8,169.5,243.98,9,250.3,800.49,1,1,34,22
35,6,00:28:32,51365,18,17,1,net shot,0.0,0,2.0,7,0.4560975609756098,-0.0666145833333334,,,7,216.0,521.95,8,193.8,220.0,1,1,34,22
35,7,00:28:33,51392,18,17,0,lob,0.0,1,1.0,9,0.4292682926829267,1.6655208333333331,,,7,189.1,400.04,7,195.2,580.88,1,1,34,22
35,8,00:28:35,51451,18,17,1,smash,0.0,0,2.0,6,1.065853658536585,-0.9305729166666667,,,9,208.6,766.23,8,159.1,287.13,1,1,34,22
35,9,00:28:35,51463,18,17,0,defensive shot,0.0,1,2.0,7,0.7585365853658536,0.2950520833333332,,,8,153.5,277.27,9,220.1,758.32,1,1,34,22
35,10,00:28:36,51491,18,17,1,net shot,0.0,0,2.0,7,0.3499999999999998,0.0171354166666667,,,7,203.2,567.0,8,196.2,315.85,1,1,34,22
35,11,00:28:37,51515,18,17,0,lob,0.0,1,1.0,9,-0.5317073170731706,1.6528645833333335,,,7,184.6,391.39,7,189.1,582.62,1,1,34,22
35,12,00:28:38,51559,18,17,1,clear,0.0,0,1.0,9,0.9146341463414634,-1.4314062500000002,,,9,144.7,788.12,8,159.6,264.61,1,1,34,22
35,13,00:28:40,51600,18,17,0,drop,0.0,0,2.0,5,1.1878048780487802,0.9726041666666668,,,8,232.3,214.12,8,189.0,696.04,1,1,34,22
35,14,00:28:40,51619,18,17,1,net shot,0.0,0,2.0,7,0.7768292682926828,-0.0783854166666667,,,8,231.7,649.26,9,242.1,195.02,1,1,34,22
35,15,00:28:41,51647,18,17,0,push/rush,0.0,0,1.0,3,1.2097560975609756,1.684791666666667,,,7,237.1,366.45,8,216.5,633.59,1,1,34,22
35,16,00:28:42,51683,18,17,1,drop,0.0,0,2.0,1,-1.0219512195121951,-0.4345833333333333,,,9,246.3,764.85,8,173.3,238.73,1,1,34,22
35,17,00:28:43,51708,18,17,0,net shot,0.0,0,2.0,7,-0.1707317073170731,0.2299479166666665,,,5,94.4,338.23,8,203.5,736.85,1,1,34,22
