Frame,Visibility,X,Y,Time
59,1,735,399,00:00:01.968523861424679
60,1,753,393,00:00:02.0018886726352667
61,1,750,399,00:00:02.0352534838458545
62,1,9,1059,00:00:02.0686182950564422
63,1,726,399,00:00:02.10198310626703
64,1,726,396,00:00:02.1353479174776178
65,1,870,1026,00:00:02.1687127286882055
66,1,738,408,00:00:02.2020775398987933
67,1,870,1026,00:00:02.235442351109381
68,1,870,1026,00:00:02.268807162319969
69,1,870,1029,00:00:02.3021719735305566
70,1,870,1029,00:00:02.3355367847411443
71,1,870,1026,00:00:02.3689015959517326
72,1,744,399,00:00:02.40226640716232
73,1,747,399,00:00:02.4356312183729076
74,1,741,402,00:00:02.4689960295834954
75,1,741,405,00:00:02.502360840794083
76,1,741,402,00:00:02.5357256520046714
77,1,747,402,00:00:02.5690904632152587
78,1,744,405,00:00:02.602455274425847
79,1,744,408,00:00:02.635820085636434
80,1,741,405,00:00:02.669184896847022
81,1,741,405,00:00:02.70254970805761
82,1,939,654,00:00:02.7359145192681975
83,1,741,399,00:00:02.7692793304787857
84,1,741,405,00:00:02.802644141689373
85,1,741,399,00:00:02.8360089528999612
86,1,741,402,00:00:02.869373764110549
87,1,870,1026,00:00:02.9027385753211363
88,1,870,1026,00:00:02.9361033865317245
89,1,741,405,00:00:02.969468197742312
90,1,741,402,00:00:03.0028330089529
91,1,729,396,00:00:03.036197820163488
92,1,870,1026,00:00:03.0695626313740756
93,1,870,1026,00:00:03.1029274425846634
94,1,870,1026,00:00:03.1362922537952507
95,1,870,1026,00:00:03.169657065005839
96,1,738,399,00:00:03.2030218762164266
97,1,738,399,00:00:03.2363866874270144
98,1,729,399,00:00:03.269751498637602
99,1,732,399,00:00:03.30311630984819
100,1,732,399,00:00:03.3364811210587777
101,1,870,1026,00:00:03.3698459322693655
102,1,732,399,00:00:03.4032107434799532
103,1,729,399,00:00:03.436575554690541
104,1,726,393,00:00:03.4699403659011288
105,1,729,399,00:00:03.5033051771117165
106,1,870,1029,00:00:03.5366699883223047
107,1,870,1026,00:00:03.570034799532892
108,1,753,405,00:00:03.60339961074348
109,1,1089,348,00:00:03.6367644219540676
110,1,867,1029,00:00:03.6701292331646553
111,1,756,405,00:00:03.7034940443752435
112,1,870,1026,00:00:03.736858855585831
113,1,756,399,00:00:03.770223666796419
114,1,1380,87,00:00:03.8035884780070064
115,1,1380,90,00:00:03.836953289217594
116,1,1389,45,00:00:03.8703181004281824
117,1,1398,21,00:00:03.9036829116387697
118,1,738,399,00:00:03.937047722849358
119,1,741,399,00:00:03.970412534059945
120,1,741,399,00:00:04.003777345270533
121,1,738,399,00:00:04.037142156481122
122,1,726,393,00:00:04.070506967691709
123,1,741,399,00:00:04.103871778902296
124,1,870,1026,00:00:04.1372365901128845
125,1,870,1026,00:00:04.170601401323473
126,1,870,1026,00:00:04.20396621253406
127,1,741,402,00:00:04.237331023744647
128,1,870,1026,00:00:04.2706958349552355
129,1,870,1026,00:00:04.304060646165824
130,1,870,1026,00:00:04.337425457376411
131,1,741,399,00:00:04.370790268586998
132,1,870,1026,00:00:04.404155079797587
133,1,741,402,00:00:04.437519891008175
134,1,741,399,00:00:04.470884702218762
135,1,738,399,00:00:04.50424951342935
136,1,741,399,00:00:04.537614324639938
137,1,741,399,00:00:04.570979135850525
138,1,738,399,00:00:04.604343947061113
139,1,741,399,00:00:04.637708758271701
140,1,744,405,00:00:04.671073569482289
141,1,738,405,00:00:04.704438380692876
142,1,741,402,00:00:04.737803191903465
143,1,744,405,00:00:04.771168003114052
144,1,744,402,00:00:04.80453281432464
145,1,741,402,00:00:04.837897625535228
146,1,741,402,00:00:04.871262436745815
147,1,747,399,00:00:04.9046272479564035
148,1,747,399,00:00:04.937992059166991
149,1,1569,6,00:00:04.971356870377579
150,1,1572,3,00:00:05.004721681588166
151,1,1569,21,00:00:05.038086492798754
152,1,1575,45,00:00:05.071451304009343
153,1,1575,75,00:00:05.10481611521993
154,1,1578,132,00:00:05.138180926430517
155,1,1578,135,00:00:05.171545737641106
156,1,1581,165,00:00:05.204910548851694
157,1,1584,201,00:00:05.238275360062281
158,1,1584,225,00:00:05.271640171272868
159,1,747,399,00:00:05.305004982483457
160,1,747,402,00:00:05.338369793694044
161,1,1590,327,00:00:05.371734604904632
162,1,1593,351,00:00:05.40509941611522
163,1,1590,390,00:00:05.438464227325808
164,1,1593,447,00:00:05.471829038536395
165,1,1593,447,00:00:05.505193849746984
166,1,1596,483,00:00:05.538558660957571
167,1,1596,513,00:00:05.571923472168159
168,1,1599,543,00:00:05.605288283378746
169,1,750,405,00:00:05.638653094589334
170,1,750,405,00:00:05.6720179057999225
171,1,750,405,00:00:05.70538271701051
172,1,750,405,00:00:05.738747528221098
173,1,750,405,00:00:05.772112339431685
174,1,750,405,00:00:05.805477150642273
175,1,750,405,00:00:05.838841961852862
176,1,750,405,00:00:05.872206773063449
177,1,750,402,00:00:05.905571584274036
178,1,750,405,00:00:05.938936395484624
179,1,750,405,00:00:05.972301206695213
180,1,750,405,00:00:06.0056660179058
181,1,750,405,00:00:06.0390308291163874
182,1,867,1029,00:00:06.072395640326976
183,1,750,405,00:00:06.105760451537563
184,1,867,1029,00:00:06.139125262748151
185,1,750,405,00:00:06.172490073958739
186,1,867,1029,00:00:06.205854885169327
187,1,750,405,00:00:06.239219696379914
188,1,750,408,00:00:06.272584507590501
189,1,750,408,00:00:06.30594931880109
190,1,750,405,00:00:06.339314130011678
191,1,867,1029,00:00:06.372678941222265
192,1,750,405,00:00:06.406043752432853
193,1,870,1026,00:00:06.4394085636434415
194,1,870,1026,00:00:06.472773374854029
195,1,867,1029,00:00:06.506138186064617
196,1,870,1029,00:00:06.539502997275204
197,1,750,405,00:00:06.572867808485792
198,1,750,405,00:00:06.60623261969638
199,1,750,405,00:00:06.639597430906968
200,1,870,1026,00:00:06.672962242117555
201,1,870,1026,00:00:06.706327053328143
202,1,867,1029,00:00:06.739691864538731
203,1,867,1029,00:00:06.773056675749319
204,1,867,1029,00:00:06.8064214869599065
205,1,867,1029,00:00:06.839786298170495
206,1,750,405,00:00:06.873151109381082
207,1,750,405,00:00:06.90651592059167
208,1,750,405,00:00:06.9398807318022575
209,1,750,405,00:00:06.973245543012846
210,1,750,405,00:00:07.006610354223433
211,1,870,1026,00:00:07.03997516543402
212,1,750,405,00:00:07.0733399766446095
213,1,750,402,00:00:07.106704787855197
214,1,870,1026,00:00:07.140069599065784
215,1,870,1026,00:00:07.173434410276372
216,1,750,405,00:00:07.20679922148696
217,1,870,1026,00:00:07.240164032697548
218,1,870,1026,00:00:07.273528843908135
219,1,750,405,00:00:07.306893655118723
220,1,870,1026,00:00:07.340258466329311
221,1,870,1026,00:00:07.373623277539899
222,1,870,1026,00:00:07.406988088750487
223,1,750,405,00:00:07.440352899961074
224,1,1086,333,00:00:07.473717711171662
225,1,1086,333,00:00:07.50708252238225
226,1,870,1026,00:00:07.540447333592838
227,1,1011,264,00:00:07.5738121448034255
228,1,987,240,00:00:07.607176956014013
229,1,948,198,00:00:07.640541767224601
230,1,945,195,00:00:07.673906578435188
231,1,870,1026,00:00:07.7072713896457765
232,1,903,162,00:00:07.740636200856365
233,1,885,153,00:00:07.774001012066952
234,1,855,135,00:00:07.807365823277539
235,1,858,135,00:00:07.8407306344881285
236,1,843,132,00:00:07.874095445698716
237,1,825,126,00:00:07.907460256909303
238,1,816,123,00:00:07.94082506811989
239,1,789,117,00:00:07.974189879330479
240,1,789,117,00:00:08.007554690541067
241,1,777,120,00:00:08.040919501751654
242,1,768,120,00:00:08.074284312962243
243,1,756,126,00:00:08.10764912417283
244,1,738,132,00:00:08.141013935383418
245,1,738,132,00:00:08.174378746594005
246,1,729,135,00:00:08.207743557804593
247,1,717,150,00:00:08.241108369015182
248,1,714,159,00:00:08.274473180225769
249,1,699,180,00:00:08.307837991436356
250,1,699,180,00:00:08.341202802646945
251,1,693,189,00:00:08.374567613857533
252,1,687,204,00:00:08.40793242506812
253,1,681,219,00:00:08.441297236278707
254,1,669,249,00:00:08.474662047489295
255,1,669,249,00:00:08.508026858699882
256,1,663,264,00:00:08.541391669910471
257,1,660,282,00:00:08.57475648112106
258,1,657,297,00:00:08.608121292331647
259,1,870,1026,00:00:08.641486103542235
260,1,870,1026,00:00:08.674850914752822
261,1,870,1026,00:00:08.70821572596341
262,1,870,1026,00:00:08.741580537173997
263,1,747,210,00:00:08.774945348384584
264,1,786,174,00:00:08.808310159595173
265,1,786,168,00:00:08.841674970805762
266,1,801,162,00:00:08.87503978201635
267,1,816,150,00:00:08.908404593226937
268,1,828,138,00:00:08.941769404437524
269,1,852,132,00:00:08.975134215648112
270,1,852,132,00:00:09.0084990268587
271,1,861,126,00:00:09.041863838069288
272,1,870,126,00:00:09.075228649279875
273,1,882,126,00:00:09.108593460490463
274,1,903,129,00:00:09.14195827170105
275,1,912,138,00:00:09.175323082911639
276,1,912,138,00:00:09.208687894122226
277,1,921,144,00:00:09.242052705332815
278,1,930,156,00:00:09.275417516543403
279,1,945,174,00:00:09.30878232775399
280,1,951,183,00:00:09.342147138964577
281,1,954,186,00:00:09.375511950175165
282,1,960,198,00:00:09.408876761385752
283,1,969,219,00:00:09.44224157259634
284,1,978,252,00:00:09.47560638380693
285,1,987,267,00:00:09.508971195017518
286,1,987,267,00:00:09.542336006228105
287,1,996,291,00:00:09.575700817438692
288,1,999,309,00:00:09.60906562864928
289,1,9,1059,00:00:09.642430439859867
290,1,1014,387,00:00:09.675795251070456
291,1,1014,390,00:00:09.709160062281043
292,1,1017,405,00:00:09.74252487349163
293,1,9,1059,00:00:09.77588968470222
294,1,9,1059,00:00:09.809254495912807
295,1,9,1059,00:00:09.842619307123394
296,1,9,1059,00:00:09.875984118333982
297,1,9,1059,00:00:09.90934892954457
298,1,9,1059,00:00:09.942713740755158
299,1,984,978,00:00:09.976078551965745
300,1,9,1059,00:00:10.009443363176333
301,1,9,1059,00:00:10.04280817438692
302,1,993,1008,00:00:10.076172985597507
303,1,9,1059,00:00:10.109537796808096
304,1,750,405,00:00:10.142902608018685
305,1,750,405,00:00:10.176267419229273
306,1,753,402,00:00:10.20963223043986
307,1,750,405,00:00:10.242997041650447
308,1,744,636,00:00:10.276361852861035
309,1,9,1059,00:00:10.309726664071622
310,1,870,1032,00:00:10.343091475282211
311,1,750,405,00:00:10.376456286492798
312,1,750,405,00:00:10.409821097703388
313,1,864,1032,00:00:10.443185908913975
314,1,750,402,00:00:10.476550720124562
315,1,750,402,00:00:10.50991553133515
316,1,867,1029,00:00:10.543280342545737
317,1,750,405,00:00:10.576645153756326
318,1,870,1032,00:00:10.610009964966913
319,1,870,1032,00:00:10.6433747761775
320,1,750,405,00:00:10.676739587388088
321,1,867,1032,00:00:10.710104398598677
322,1,867,1029,00:00:10.743469209809264
323,1,747,399,00:00:10.776834021019852
324,1,747,402,00:00:10.81019883223044
325,1,744,402,00:00:10.843563643441028
326,1,744,402,00:00:10.876928454651615
327,1,747,399,00:00:10.910293265862203
328,1,750,399,00:00:10.94365807707279
329,1,750,402,00:00:10.977022888283377
330,1,1611,624,00:00:11.010387699493968
331,1,1611,624,00:00:11.043752510704556
332,1,9,1059,00:00:11.077117321915143
333,1,753,402,00:00:11.11048213312573
334,1,9,1059,00:00:11.143846944336318
335,1,753,402,00:00:11.177211755546905
336,1,753,399,00:00:11.210576566757492
337,1,750,405,00:00:11.243941377968081
338,1,744,402,00:00:11.277306189178669
339,1,870,1026,00:00:11.310671000389256
340,1,873,1029,00:00:11.344035811599845
341,1,870,1026,00:00:11.377400622810432
342,1,870,1026,00:00:11.41076543402102
343,1,870,1026,00:00:11.444130245231607
344,1,9,1059,00:00:11.477495056442196
345,1,1701,63,00:00:11.510859867652783
346,1,870,1029,00:00:11.54422467886337
347,1,738,402,00:00:11.577589490073958
348,1,870,1026,00:00:11.610954301284545
349,1,870,1029,00:00:11.644319112495134
350,1,870,1029,00:00:11.677683923705724
351,1,870,1026,00:00:11.71104873491631
352,1,747,399,00:00:11.744413546126898
353,1,9,1059,00:00:11.777778357337485
354,1,258,885,00:00:11.811143168548073
355,1,1701,63,00:00:11.84450797975866
356,1,1701,63,00:00:11.877872790969247
357,1,69,531,00:00:11.911237602179837
358,1,864,1032,00:00:11.944602413390426
359,1,870,1029,00:00:11.977967224601013
360,1,870,1029,00:00:12.0113320358116
361,1,741,396,00:00:12.044696847022188
362,1,9,1059,00:00:12.078061658232775
363,1,9,1059,00:00:12.111426469443362
364,1,1701,63,00:00:12.144791280653951
365,1,1704,63,00:00:12.178156091864539
366,1,1704,60,00:00:12.211520903075126
367,1,762,396,00:00:12.244885714285713
368,1,759,399,00:00:12.278250525496302
369,1,255,882,00:00:12.31161533670689
370,1,1095,351,00:00:12.344980147917479
371,1,1092,354,00:00:12.378344959128066
372,1,756,399,00:00:12.411709770338653
373,1,759,393,00:00:12.44507458154924
374,1,9,1059,00:00:12.478439392759828
375,1,714,390,00:00:12.511804203970415
376,1,714,390,00:00:12.545169015181003
377,1,729,399,00:00:12.578533826391594
378,1,1098,348,00:00:12.61189863760218
379,1,1098,348,00:00:12.645263448812768
380,1,1701,66,00:00:12.678628260023356
381,1,1701,63,00:00:12.711993071233943
382,1,750,399,00:00:12.74535788244453
383,1,753,399,00:00:12.778722693655117
384,1,759,393,00:00:12.812087504865707
385,1,1101,348,00:00:12.845452316076294
386,1,9,1059,00:00:12.878817127286883
387,1,9,1059,00:00:12.91218193849747
388,1,741,396,00:00:12.945546749708058
389,1,9,1059,00:00:12.978911560918645
390,1,9,1059,00:00:13.012276372129234
391,1,9,1059,00:00:13.045641183339821
392,1,759,393,00:00:13.079005994550409
393,1,9,1059,00:00:13.112370805760996
394,1,9,1059,00:00:13.145735616971583
395,1,9,1059,00:00:13.17910042818217
396,1,9,1059,00:00:13.21246523939276
397,1,9,1059,00:00:13.245830050603349
398,1,9,1059,00:00:13.279194861813936
399,1,1098,354,00:00:13.312559673024523
400,1,1095,351,00:00:13.34592448423511
401,1,9,1059,00:00:13.379289295445698
402,1,9,1059,00:00:13.412654106656285
403,1,693,291,00:00:13.446018917866873
404,1,9,1059,00:00:13.479383729077462
405,1,747,393,00:00:13.512748540288051
406,1,747,393,00:00:13.546113351498638
407,1,741,396,00:00:13.579478162709226
408,1,738,399,00:00:13.612842973919813
409,1,738,399,00:00:13.6462077851304
410,1,1047,231,00:00:13.67957259634099
411,1,1044,231,00:00:13.712937407551577
412,1,735,399,00:00:13.746302218762164
413,1,864,1026,00:00:13.779667029972751
414,1,870,1026,00:00:13.81303184118334
415,1,738,399,00:00:13.846396652393928
416,1,735,396,00:00:13.879761463604515
417,1,870,1026,00:00:13.913126274815104
418,1,732,396,00:00:13.946491086025691
419,1,741,399,00:00:13.979855897236279
420,1,738,399,00:00:14.013220708446866
421,1,735,399,00:00:14.046585519657453
422,1,870,1026,00:00:14.07995033086804
423,1,867,1026,00:00:14.11331514207863
424,1,867,1026,00:00:14.146679953289219
425,1,867,1026,00:00:14.180044764499806
426,1,867,1026,00:00:14.213409575710394
427,1,867,1026,00:00:14.24677438692098
428,1,864,1026,00:00:14.280139198131568
429,1,864,1026,00:00:14.313504009342155
430,1,9,1059,00:00:14.346868820552745
431,1,978,357,00:00:14.380233631763332
432,1,9,1059,00:00:14.41359844297392
433,1,978,354,00:00:14.446963254184508
434,1,9,1059,00:00:14.480328065395096
435,1,693,291,00:00:14.513692876605683
436,1,690,285,00:00:14.54705768781627
437,1,9,1059,00:00:14.58042249902686
438,1,9,1059,00:00:14.613787310237447
439,1,1101,348,00:00:14.647152121448034
440,1,1098,348,00:00:14.680516932658621
441,1,9,1059,00:00:14.713881743869209
442,1,1611,633,00:00:14.747246555079798
443,1,9,1059,00:00:14.780611366290387
444,1,1608,636,00:00:14.813976177500974
445,1,9,1059,00:00:14.847340988711561
446,1,1101,354,00:00:14.880705799922149
447,1,9,1059,00:00:14.914070611132736
448,1,1101,354,00:00:14.947435422343323
449,1,9,1059,00:00:14.98080023355391
450,1,9,1059,00:00:15.0141650447645
451,1,9,1059,00:00:15.047529855975089
452,1,9,1059,00:00:15.080894667185676
453,1,9,1059,00:00:15.114259478396264
454,1,801,285,00:00:15.147624289606851
455,1,9,1059,00:00:15.180989100817438
456,1,9,1059,00:00:15.214353912028026
457,1,9,1059,00:00:15.247718723238615
458,1,741,399,00:00:15.281083534449202
459,1,870,1026,00:00:15.31444834565979
460,1,732,399,00:00:15.347813156870377
461,1,867,1029,00:00:15.381177968080966
462,1,744,399,00:00:15.414542779291553
463,1,1005,399,00:00:15.447907590502142
464,1,741,405,00:00:15.48127240171273
465,1,255,885,00:00:15.514637212923317
466,1,864,1029,00:00:15.548002024133904
467,1,747,399,00:00:15.581366835344491
468,1,864,1026,00:00:15.614731646555079
469,1,15,801,00:00:15.648096457765666
470,1,1572,702,00:00:15.681461268976257
471,1,1605,633,00:00:15.714826080186844
472,1,1611,627,00:00:15.748190891397432
473,1,1026,387,00:00:15.781555702608019
474,1,1029,393,00:00:15.814920513818606
475,1,1023,402,00:00:15.848285325029194
476,1,1023,402,00:00:15.88165013623978
477,1,717,393,00:00:15.91501494745037
478,1,723,396,00:00:15.948379758660957
479,1,735,399,00:00:15.981744569871546
480,1,753,399,00:00:16.015109381082134
481,1,1608,672,00:00:16.04847419229272
482,1,753,282,00:00:16.08183900350331
483,1,759,285,00:00:16.115203814713897
484,1,9,1059,00:00:16.148568625924486
485,1,1035,405,00:00:16.181933437135072
486,1,1038,405,00:00:16.21529824834566
487,1,714,393,00:00:16.248663059556247
488,1,1041,396,00:00:16.282027870766836
489,1,1038,393,00:00:16.31539268197742
490,1,729,396,00:00:16.34875749318801
491,1,1038,384,00:00:16.3821223043986
492,1,9,1059,00:00:16.415487115609185
493,1,1038,390,00:00:16.448851926819774
494,1,1035,390,00:00:16.482216738030363
495,1,1035,399,00:00:16.51558154924095
496,1,1041,399,00:00:16.548946360451538
497,1,1035,405,00:00:16.582311171662123
498,1,762,396,00:00:16.615675982872713
499,1,9,1059,00:00:16.649040794083298
500,1,9,1059,00:00:16.68240560529389
501,1,732,399,00:00:16.715770416504476
502,1,756,396,00:00:16.749135227715065
503,1,9,1059,00:00:16.782500038925654
504,1,756,396,00:00:16.81586485013624
505,1,756,396,00:00:16.84922966134683
506,1,753,393,00:00:16.882594472557415
507,1,9,1059,00:00:16.915959283768004
508,1,759,399,00:00:16.94932409497859
509,1,870,1026,00:00:16.98268890618918
510,1,1020,630,00:00:17.016053717399764
511,1,753,399,00:00:17.049418528610353
512,1,1020,651,00:00:17.082783339820942
513,1,753,399,00:00:17.11614815103153
514,1,1020,705,00:00:17.14951296224212
515,1,9,1059,00:00:17.182877773452706
516,1,753,399,00:00:17.216242584663295
517,1,741,399,00:00:17.24960739587388
518,1,747,399,00:00:17.28297220708447
519,1,9,1059,00:00:17.316337018295055
520,1,9,1059,00:00:17.349701829505644
521,1,747,405,00:00:17.383066640716233
522,1,747,399,00:00:17.41643145192682
523,1,747,399,00:00:17.449796263137408
524,1,1089,354,00:00:17.483161074347993
525,1,747,402,00:00:17.516525885558583
526,1,753,399,00:00:17.549890696769168
527,1,9,1059,00:00:17.58325550797976
528,1,1008,840,00:00:17.616620319190346
529,1,756,396,00:00:17.649985130400935
530,1,1011,849,00:00:17.683349941611525
531,1,1011,855,00:00:17.71671475282211
532,1,9,1059,00:00:17.7500795640327
533,1,1011,864,00:00:17.783444375243285
534,1,1014,867,00:00:17.816809186453874
535,1,1089,354,00:00:17.85017399766446
536,1,9,1059,00:00:17.88353880887505
537,1,9,1059,00:00:17.916903620085634
538,1,1089,354,00:00:17.950268431296223
539,1,1089,357,00:00:17.98363324250681
540,1,9,1059,00:00:18.0169980537174
541,1,9,1059,00:00:18.05036286492799
542,1,1092,357,00:00:18.083727676138576
543,1,1017,867,00:00:18.117092487349165
544,1,1020,867,00:00:18.15045729855975
545,1,9,1059,00:00:18.18382210977034
546,1,9,1059,00:00:18.217186920980925
547,1,9,1059,00:00:18.250551732191514
548,1,9,1059,00:00:18.2839165434021
549,1,1023,867,00:00:18.31728135461269
550,1,1023,864,00:00:18.350646165823278
551,1,9,1059,00:00:18.384010977033864
552,1,9,1059,00:00:18.417375788244453
553,1,9,1059,00:00:18.45074059945504
554,1,9,1059,00:00:18.48410541066563
555,1,759,399,00:00:18.517470221876216
556,1,753,399,00:00:18.550835033086805
557,1,747,399,00:00:18.58419984429739
558,1,870,1026,00:00:18.61756465550798
559,1,870,1029,00:00:18.65092946671857
560,1,750,396,00:00:18.684294277929155
561,1,870,1026,00:00:18.717659089139744
562,1,870,1026,00:00:18.75102390035033
563,1,9,1059,00:00:18.78438871156092
564,1,9,1059,00:00:18.817753522771504
565,1,981,354,00:00:18.851118333982093
566,1,9,1059,00:00:18.88448314519268
567,1,978,357,00:00:18.91784795640327
568,1,978,354,00:00:18.95121276761386
569,1,738,399,00:00:18.984577578824446
570,1,738,399,00:00:19.017942390035035
571,1,9,1059,00:00:19.05130720124562
572,1,867,1029,00:00:19.08467201245621
573,1,867,1026,00:00:19.118036823666795
574,1,789,291,00:00:19.151401634877384
575,1,792,288,00:00:19.18476644608797
576,1,795,291,00:00:19.21813125729856
577,1,795,291,00:00:19.251496068509148
578,1,867,1029,00:00:19.284860879719734
579,1,867,1029,00:00:19.318225690930323
580,1,867,1026,00:00:19.351590502140912
581,1,798,300,00:00:19.3849553133515
582,1,867,1026,00:00:19.418320124562086
583,1,9,1059,00:00:19.451684935772676
584,1,870,1026,00:00:19.48504974698326
585,1,867,1029,00:00:19.51841455819385
586,1,867,1029,00:00:19.55177936940444
587,1,867,1029,00:00:19.585144180615025
588,1,867,1026,00:00:19.618508991825614
589,1,867,1029,00:00:19.6518738030362
590,1,867,1029,00:00:19.68523861424679
591,1,756,405,00:00:19.718603425457374
592,1,867,1029,00:00:19.751968236667963
593,1,867,1026,00:00:19.785333047878552
594,1,867,1026,00:00:19.81869785908914
595,1,1089,348,00:00:19.85206267029973
596,1,870,1026,00:00:19.885427481510316
597,1,870,1026,00:00:19.918792292720905
598,1,1089,354,00:00:19.95215710393149
599,1,870,1026,00:00:19.98552191514208
600,1,870,1026,00:00:20.018886726352665
601,1,1092,351,00:00:20.052251537563254
602,1,867,1029,00:00:20.08561634877384
603,1,867,1029,00:00:20.11898115998443
604,1,867,1029,00:00:20.152345971195015
605,1,1080,348,00:00:20.185710782405604
606,1,867,1029,00:00:20.219075593616193
607,1,867,1029,00:00:20.252440404826782
608,1,9,1059,00:00:20.28580521603737
609,1,9,1059,00:00:20.319170027247957
610,1,867,1029,00:00:20.352534838458546
611,1,867,1029,00:00:20.38589964966913
612,1,867,1029,00:00:20.41926446087972
613,1,867,1029,00:00:20.452629272090306
614,1,867,1029,00:00:20.485994083300895
615,1,867,1029,00:00:20.519358894511484
616,1,9,1059,00:00:20.55272370572207
617,1,867,1029,00:00:20.58608851693266
618,1,870,1026,00:00:20.619453328143244
619,1,867,1029,00:00:20.652818139353833
620,1,867,1029,00:00:20.686182950564422
621,1,870,1026,00:00:20.71954776177501
622,1,870,1026,00:00:20.752912572985597
623,1,870,1026,00:00:20.786277384196186
624,1,867,1029,00:00:20.819642195406775
625,1,867,1026,00:00:20.85300700661736
626,1,864,1029,00:00:20.88637181782795
627,1,867,1029,00:00:20.919736629038535
628,1,870,1026,00:00:20.953101440249124
629,1,867,1029,00:00:20.98646625145971
630,1,1494,432,00:00:21.0198310626703
631,1,1491,426,00:00:21.053195873880885
632,1,867,1029,00:00:21.086560685091474
633,1,870,1026,00:00:21.119925496302066
634,1,867,1029,00:00:21.153290307512652
635,1,1092,702,00:00:21.18665511872324
636,1,870,1026,00:00:21.220019929933827
637,1,867,1029,00:00:21.253384741144416
638,1,867,1029,00:00:21.286749552355
639,1,1005,645,00:00:21.32011436356559
640,1,753,399,00:00:21.353479174776176
641,1,1026,663,00:00:21.386843985986765
642,1,1026,666,00:00:21.420208797197354
643,1,870,1026,00:00:21.45357360840794
644,1,870,1026,00:00:21.48693841961853
645,1,870,1026,00:00:21.520303230829114
646,1,870,1026,00:00:21.553668042039703
647,1,870,1026,00:00:21.587032853250292
648,1,870,1026,00:00:21.62039766446088
649,1,870,1026,00:00:21.653762475671467
650,1,1512,495,00:00:21.687127286882056
651,1,870,1026,00:00:21.720492098092645
652,1,870,1026,00:00:21.75385690930323
653,1,870,1026,00:00:21.78722172051382
654,1,870,1026,00:00:21.820586531724405
655,1,870,1026,00:00:21.853951342934995
656,1,870,1026,00:00:21.88731615414558
657,1,870,1026,00:00:21.92068096535617
658,1,870,1026,00:00:21.954045776566755
659,1,870,1026,00:00:21.987410587777344
660,1,870,1026,00:00:22.020775398987936
661,1,870,1026,00:00:22.054140210198522
662,1,870,1026,00:00:22.08750502140911
663,1,870,1026,00:00:22.120869832619697
664,1,870,1026,00:00:22.154234643830286
665,1,870,1026,00:00:22.18759945504087
666,1,732,396,00:00:22.22096426625146
667,1,1098,828,00:00:22.254329077462046
668,1,870,1026,00:00:22.287693888672635
669,1,870,1026,00:00:22.32105869988322
670,1,1101,825,00:00:22.35442351109381
671,1,870,1026,00:00:22.3877883223044
672,1,870,1026,00:00:22.421153133514984
673,1,870,1026,00:00:22.454517944725577
674,1,870,1026,00:00:22.487882755936162
675,1,870,1026,00:00:22.52124756714675
676,1,732,396,00:00:22.554612378357337
