obs_ball_round,obs_serve,obs_player,act_ball_type,act_landing_location_x,act_landing_location_y,act_player_defend_x,act_player_defend_y
27,False,B,放小球,-43.65490221977234,227.32913970947266,94.80416417121887,-132.3927230834961
28,False,A,殺球,-94.80416417121887,132.3927230834961,-181.15519618988037,-144.8301239013672
29,False,B,擋小球,181.15519618988037,144.8301239013672,29.707970142364502,-9.15411376953125
30,False,A,推球,-29.707970142364502,9.15411376953125,-33.253162264823914,-135.76973342895508
31,False,B,長球,33.253162264823914,135.76973342895508,-21.18029510974884,-193.2356948852539
32,False,A,長球,21.18029510974884,193.2356948852539,28.336373329162598,-178.17516326904297
33,False,B,擋小球,-28.336373329162598,178.17516326904297,130.91835260391235,-299.1504211425781
34,False,A,擋小球,-130.91835260391235,299.1504211425781,-29.34121584892273,-198.18194198608398
35,False,B,挑球,29.34121584892273,198.18194198608398,-65.7764402627945,-66.33979415893555
36,False,A,殺球,65.7764402627945,66.33979415893555,-79.98335719108582,-133.33229064941406
37,False,B,擋小球,79.98335719108582,133.33229064941406,-196.56217575073242,-140.31156539916992
38,False,A,挑球,196.56217575073242,140.31156539916992,-78.89039635658264,-145.2373275756836
39,False,B,挑球,78.89039635658264,145.2373275756836,-34.104200184345245,-356.98121643066406
40,False,A,切球,34.104200184345245,356.98121643066406,-99.67805004119873,12.633129119873047
41,False,B,擋小球,99.67805004119873,-12.633129119873047,16.264401584863663,-108.7369155883789
42,False,A,推球,-16.264401584863663,108.7369155883789,75.85289204120636,-178.25220489501953
43,False,B,切球,-75.85289204120636,178.25220489501953,-51.43337965011597,-145.73894882202148
44,False,A,放小球,51.43337965011597,145.73894882202148,-68.2036714553833,-424.1632385253906
45,False,B,放小球,68.2036714553833,424.1632385253906,-58.262659549713135,-182.8741683959961
46,False,A,長球,58.262659549713135,182.8741683959961,-59.928791761398315,-195.7249641418457
47,False,B,切球,59.928791761398315,195.7249641418457,-17.7182175219059,-205.3415069580078
48,False,A,挑球,17.7182175219059,205.3415069580078,80.98167991638184,-187.83071517944336
49,False,B,切球,-80.98167991638184,187.83071517944336,22.30214387178421,-281.0145797729492
50,False,A,挑球,-22.30214387178421,281.0145797729492,-11.72178739309311,-258.956787109375
51,False,B,長球,11.72178739309311,258.956787109375,-93.45723009109497,-131.54619216918945
52,False,A,切球,93.45723009109497,131.54619216918945,-50.16068768501282,-226.0267791748047
53,False,B,挑球,50.16068768501282,226.0267791748047,-83.88060188293457,-257.14918518066406
54,False,A,殺球,83.88060188293457,257.14918518066406,133.83347702026367,-106.36003684997559
55,False,B,殺球,-133.83347702026367,106.36003684997559,0,-165
1,True,A,發短球,-54.64105979930508,119.32776919301148,-80.82803096137462,-123.45102478692462
2,False,B,放小球,80.82803096137462,123.45102478692462,73.84266017574579,-64.89032383928179
3,False,A,放小球,-73.84266017574579,64.89032383928179,-81.10609439024667,-58.98541345916004
4,False,B,放小球,81.10609439024667,58.98541345916004,37.74637881776394,-138.95522613711046
5,False,A,殺球,-37.74637881776394,138.95522613711046,49.597848653793335,-114.18784713745117
6,False,B,放小球,-49.597848653793335,114.18784713745117,-16.57635399699211,-103.78791809082031
7,False,A,挑球,16.57635399699211,103.78791809082031,-178.10309743881226,-213.7191619873047
8,False,B,殺球,178.10309743881226,213.7191619873047,-109.5343017578125,-76.29169654846191
9,False,A,挑球,109.5343017578125,76.29169654846191,-34.993781328201294,-255.15904235839844
10,False,B,長球,34.993781328201294,255.15904235839844,65.97674298286438,-114.32943725585938
11,False,A,切球,-65.97674298286438,114.32943725585938,-87.4124116897583,-192.53716659545898
12,False,B,放小球,87.4124116897583,192.53716659545898,19.412977516651154,-37.064125061035156
13,False,A,推球,-19.412977516651154,37.064125061035156,46.3750022649765,-281.5296630859375
14,False,B,長球,-46.3750022649765,281.5296630859375,143.16310143470764,-257.4057159423828
15,False,A,切球,-143.16310143470764,257.4057159423828,-49.301358103752136,-261.98590087890625
16,False,B,放小球,49.301358103752136,261.98590087890625,11.222197815775871,-277.4009017944336
17,False,A,挑球,-11.222197815775871,277.4009017944336,-13.887887477874756,-274.77831268310547
18,False,B,殺球,13.887887477874756,274.77831268310547,-33.48949158191681,45.86167526245117
19,False,A,殺球,33.48949158191681,-45.86167526245117,-73.42324125766754,-60.20891571044922
20,False,B,擋小球,73.42324125766754,60.20891571044922,94.50590443611145,-102.65705871582031
21,False,A,挑球,-94.50590443611145,102.65705871582031,87.45802760124207,-117.31733703613281
22,False,B,切球,-87.45802760124207,117.31733703613281,15.418666809797287,-317.64544677734375
23,False,A,挑球,-15.418666809797287,317.64544677734375,-4.504261896014214,-144.38339233398438
24,False,B,切球,4.504261896014214,144.38339233398438,-46.67729425430298,-96.29373168945312
25,False,A,放小球,46.67729425430298,96.29373168945312,62.393330097198486,-131.95746612548828
26,False,B,擋小球,-62.393330097198486,131.95746612548828,-55.768155574798584,-97.54067993164062
27,False,A,殺球,55.768155574798584,97.54067993164062,-124.62112498283386,-139.97539138793945
28,False,B,擋小球,124.62112498283386,139.97539138793945,-27.284930050373077,-208.73765563964844
29,False,A,放小球,27.284930050373077,208.73765563964844,25.754244804382324,-175.8931884765625
30,False,B,挑球,-25.754244804382324,175.8931884765625,114.86583614349365,-119.46958541870117
31,False,A,擋小球,-114.86583614349365,119.46958541870117,42.61407232284546,-105.5257568359375
32,False,B,挑球,-42.61407232284546,105.5257568359375,7.047028593719006,-57.60528564453125
33,False,A,平球,-7.047028593719006,57.60528564453125,-47.56634509563446,-143.51274871826172
34,False,B,擋小球,47.56634509563446,143.51274871826172,36.67929291725159,-262.51353454589844
35,False,A,放小球,-36.67929291725159,262.51353454589844,-37.84412318468094,-179.38885498046875
36,False,B,切球,37.84412318468094,179.38885498046875,-161.75004863739014,-54.57369422912598
37,False,A,長球,161.75004863739014,54.57369422912598,-150.03239107131958,-220.30148315429688
38,False,B,殺球,150.03239107131958,220.30148315429688,26.146411955356598,-78.04972076416016
39,False,A,切球,-26.146411955356598,78.04972076416016,-41.832848608493805,-319.0610885620117
40,False,B,挑球,41.832848608493805,319.0610885620117,40.18616396188736,-129.65097045898438
41,False,A,切球,-40.18616396188736,129.65097045898438,57.9330997467041,-142.97895050048828
42,False,B,擋小球,-57.9330997467041,142.97895050048828,20.99855762720108,-247.47274780273438
43,False,A,放小球,-20.99855762720108,247.47274780273438,59.49972093105316,-192.42605590820312
44,False,B,挑球,-59.49972093105316,192.42605590820312,-114.08580279350281,-125.96758651733398
45,False,A,切球,114.08580279350281,125.96758651733398,133.70628261566162,-154.95971298217773
46,False,B,推球,-133.70628261566162,154.95971298217773,-34.27662670612335,-15.443729400634766
47,False,A,切球,34.27662670612335,15.443729400634766,-91.93490982055664,-169.54119110107422
48,False,B,放小球,91.93490982055664,169.54119110107422,-87.49248504638672,-201.8727798461914
49,False,A,放小球,87.49248504638672,201.8727798461914,-53.07814335823059,-206.31533813476562
50,False,B,擋小球,53.07814335823059,206.31533813476562,-2.6013984829187393,-300.66609954833984
51,False,A,挑球,2.6013984829187393,300.66609954833984,61.794161558151245,-197.08533477783203
52,False,B,切球,-61.794161558151245,197.08533477783203,198.29719352722168,-124.09236907958984
53,False,A,切球,-198.29719352722168,124.09236907958984,-9.740889966487885,-264.2284164428711
54,False,B,挑球,9.740889966487885,264.2284164428711,55.37253999710083,-175.66846466064453
55,False,A,切球,-55.37253999710083,175.66846466064453,0,-165
1,True,B,發短球,-48.1803834860261,137.3842382642573,69.80808138376874,-281.0280664229207
2,False,A,推球,-69.80808138376874,281.0280664229207,-44.83746526725355,-210.8409037712654
3,False,B,殺球,44.83746526725355,210.8409037712654,-29.19292068133126,-226.1889768517177
4,False,A,擋小球,29.19292068133126,226.1889768517177,56.44377886860693,-214.54088157100045
5,False,B,擋小球,-56.44377886860693,214.54088157100045,-88.72280645370483,-46.39887619018555
6,False,A,擋小球,88.72280645370483,46.39887619018555,-72.96933650970459,-130.93333435058594
7,False,B,殺球,72.96933650970459,130.93333435058594,-117.9604423046112,-38.07693862915039
8,False,A,擋小球,117.9604423046112,38.07693862915039,-48.97490191459656,-170.1517219543457
9,False,B,推球,48.97490191459656,170.1517219543457,61.08175253868103,-107.22935104370117
10,False,A,擋小球,-61.08175253868103,107.22935104370117,71.59876608848572,117.44976043701172
11,False,B,放小球,-71.59876608848572,-117.44976043701172,-104.2438473701477,-336.74849700927734
12,False,A,挑球,104.2438473701477,336.74849700927734,83.04808068275452,-160.17366409301758
13,False,B,殺球,-83.04808068275452,160.17366409301758,5.435203701257706,-79.32038116455078
14,False,A,放小球,-5.435203701257706,79.32038116455078,107.74142956733704,-143.89381408691406
15,False,B,推球,-107.74142956733704,143.89381408691406,-107.4691424369812,-134.4397964477539
16,False,A,切球,107.4691424369812,134.4397964477539,-103.41874051094055,-173.1996612548828
17,False,B,推球,103.41874051094055,173.1996612548828,131.9218316078186,-311.8414611816406
18,False,A,切球,-131.9218316078186,311.8414611816406,15.501942753791809,-233.12419891357422
19,False,B,挑球,-15.501942753791809,233.12419891357422,-30.491899132728577,-230.5097198486328
20,False,A,長球,30.491899132728577,230.5097198486328,39.37873327732086,-112.95427703857422
21,False,B,殺球,-39.37873327732086,112.95427703857422,-67.47597920894623,-10.505077362060547
22,False,A,擋小球,67.47597920894623,10.505077362060547,-97.0603301525116,82.82396697998047
23,False,B,放小球,97.0603301525116,-82.82396697998047,48.27762496471405,-321.3004608154297
24,False,A,放小球,-48.27762496471405,321.3004608154297,-33.730529844760895,-330.1830291748047
25,False,B,放小球,33.730529844760895,330.1830291748047,181.1751570701599,-146.69610977172852
26,False,A,放小球,-181.1751570701599,146.69610977172852,35.329147696495056,-35.73009490966797
27,False,B,放小球,-35.329147696495056,35.73009490966797,60.70422112941742,-254.46007537841797
28,False,A,放小球,-60.70422112941742,254.46007537841797,119.60407710075378,-234.8176498413086
29,False,B,挑球,-119.60407710075378,234.8176498413086,99.09247875213623,-207.5714340209961
30,False,A,殺球,-99.09247875213623,207.5714340209961,-148.6772701740265,-20.723068237304688
31,False,B,擋小球,148.6772701740265,20.723068237304688,-29.15180265903473,-242.92376708984375
32,False,A,放小球,29.15180265903473,242.92376708984375,-60.59380090236664,-235.2340087890625
33,False,B,挑球,60.59380090236664,235.2340087890625,-27.69517892599106,-307.98924255371094
34,False,A,殺球,27.69517892599106,307.98924255371094,118.41630697250366,-106.13324928283691
35,False,B,擋小球,-118.41630697250366,106.13324928283691,-28.15663743019104,-162.32138061523438
36,False,A,放小球,28.15663743019104,162.32138061523438,-43.016486287117004,-115.66241836547852
37,False,B,擋小球,43.016486287117004,115.66241836547852,28.23795199394226,134.97153091430664
38,False,A,挑球,-28.23795199394226,-134.97153091430664,-189.016948223114,-160.87620544433594
39,False,B,切球,189.016948223114,160.87620544433594,48.548734188079834,-26.02523422241211
40,False,A,放小球,-48.548734188079834,26.02523422241211,-125.71466255187988,-176.49354553222656
41,False,B,切球,125.71466255187988,176.49354553222656,-49.29614806175232,-234.435546875
42,False,A,推球,49.29614806175232,234.435546875,22.34775733947754,-156.80145645141602
43,False,B,殺球,-22.34775733947754,156.80145645141602,13.489644944667816,-51.54961013793945
44,False,A,擋小球,-13.489644944667816,51.54961013793945,43.465821266174316,-225.95010375976562
45,False,B,放小球,-43.465821266174316,225.95010375976562,-5.65627521276474,-347.55018615722656
46,False,A,放小球,5.65627521276474,347.55018615722656,-41.01911282539368,-178.8101043701172
47,False,B,平球,41.01911282539368,178.8101043701172,13.442438244819641,-56.515464782714844
48,False,A,推球,-13.442438244819641,56.515464782714844,-49.948933243751526,-140.60649871826172
49,False,B,切球,49.948933243751526,140.60649871826172,-89.84282493591309,-117.75543212890625
50,False,A,殺球,89.84282493591309,117.75543212890625,15.211233109235764,-207.47606658935547
51,False,B,切球,-15.211233109235764,207.47606658935547,-13.029622286558151,-114.26236343383789
52,False,A,挑球,13.029622286558151,114.26236343383789,79.00053811073303,-281.1784439086914
53,False,B,殺球,-79.00053811073303,281.1784439086914,-23.383445501327515,-186.46642303466797
54,False,A,擋小球,23.383445501327515,186.46642303466797,22.416613578796387,-105.07960319519043
55,False,B,切球,-22.416613578796387,105.07960319519043,0,-165
1,True,A,發長球,59.399566106911465,254.731000849947,66.20604475644765,-228.71647291996265
2,False,B,殺球,-66.20604475644765,228.71647291996265,-79.32369607188309,-263.1797564432411
3,False,A,擋小球,79.32369607188309,263.1797564432411,81.11030393670842,-170.39386598985067
4,False,B,殺球,-81.11030393670842,170.39386598985067,-84.09586836254181,8.56019469015854
5,False,A,挑球,84.09586836254181,-8.56019469015854,66.54373669624329,-47.74294662475586
6,False,B,放小球,-66.54373669624329,47.74294662475586,-128.9859254360199,-120.23801040649414
7,False,A,放小球,128.9859254360199,120.23801040649414,140.54513239860535,-25.738452911376953
8,False,B,挑球,-140.54513239860535,25.738452911376953,-56.44206500053406,-307.1771011352539
9,False,A,擋小球,56.44206500053406,307.1771011352539,-6.096794590353966,-178.3779296875
10,False,B,殺球,6.096794590353966,178.3779296875,-140.97822093963623,-40.474430084228516
11,False,A,擋小球,140.97822093963623,40.474430084228516,72.3867027759552,-275.3601989746094
12,False,B,放小球,-72.3867027759552,275.3601989746094,-60.464065074920654,-300.50279235839844
13,False,A,放小球,60.464065074920654,300.50279235839844,75.25225234031677,-200.54185104370117
14,False,B,推球,-75.25225234031677,200.54185104370117,-35.8893084526062,-165.48473358154297
15,False,A,殺球,35.8893084526062,165.48473358154297,85.26955461502075,-219.11285400390625
16,False,B,殺球,-85.26955461502075,219.11285400390625,24.961603701114655,-114.82304382324219
17,False,A,擋小球,-24.961603701114655,114.82304382324219,14.35025641322136,150.0077896118164
18,False,B,推球,-14.35025641322136,-150.0077896118164,-6.375551164150238,-116.44981002807617
19,False,A,殺球,6.375551164150238,116.44981002807617,62.993417501449585,-153.69142150878906
20,False,B,放小球,-62.993417501449585,153.69142150878906,15.06503689289093,-37.54065704345703
21,False,A,推球,-15.06503689289093,37.54065704345703,81.98851180076599,-178.10050201416016
22,False,B,切球,-81.98851180076599,178.10050201416016,-58.6496924161911,-332.4604187011719
23,False,A,挑球,58.6496924161911,332.4604187011719,-20.78277337551117,-198.30192184448242
24,False,B,長球,20.78277337551117,198.30192184448242,32.64799910783768,-216.2626724243164
25,False,A,切球,-32.64799910783768,216.2626724243164,-23.52220380306244,-6.272830963134766
26,False,B,放小球,23.52220380306244,6.272830963134766,92.92703008651733,-121.42377853393555
27,False,A,放小球,-92.92703008651733,121.42377853393555,-37.82091450691223,-72.21564483642578
28,False,B,擋小球,37.82091450691223,72.21564483642578,-88.56890630722046,-33.816795349121094
29,False,A,放小球,88.56890630722046,33.816795349121094,-0.3113851211965084,-326.061279296875
30,False,B,挑球,0.3113851211965084,326.061279296875,26.654688596725464,-57.07186508178711
31,False,A,擋小球,-26.654688596725464,57.07186508178711,90.3029613494873,-286.08876037597656
32,False,B,長球,-90.3029613494873,286.08876037597656,71.52560377120972,-164.0505485534668
33,False,A,殺球,-71.52560377120972,164.0505485534668,-85.70258927345276,-124.03152847290039
34,False,B,殺球,85.70258927345276,124.03152847290039,164.31697177886963,-18.20414161682129
35,False,A,擋小球,-164.31697177886963,18.20414161682129,51.00601935386658,8.908672332763672
36,False,B,殺球,-51.00601935386658,-8.908672332763672,-90.66580557823181,-90.01451873779297
37,False,A,長球,90.66580557823181,90.01451873779297,211.72812414169312,-268.6942443847656
38,False,B,殺球,-211.72812414169312,268.6942443847656,-101.20814156532288,-44.22404670715332
39,False,A,推球,101.20814156532288,44.22404670715332,2.5388982370495796,-198.39219284057617
40,False,B,擋小球,-2.5388982370495796,198.39219284057617,-62.79824662208557,-276.1546173095703
41,False,A,放小球,62.79824662208557,276.1546173095703,10.51604574918747,-40.51557922363281
42,False,B,挑球,-10.51604574918747,40.51557922363281,59.24733591079712,-289.6313171386719
43,False,A,切球,-59.24733591079712,289.6313171386719,-51.220823526382446,-48.4642333984375
44,False,B,放小球,51.220823526382446,48.4642333984375,-55.40933871269226,-13.381263732910156
45,False,A,放小球,55.40933871269226,13.381263732910156,42.55289447307587,-154.506103515625
46,False,B,挑球,-42.55289447307587,154.506103515625,-67.10911250114441,-229.4334487915039
47,False,A,殺球,67.10911250114441,229.4334487915039,153.40233421325684,-189.162841796875
48,False,B,擋小球,-153.40233421325684,189.162841796875,-139.7090139389038,-37.75287628173828
49,False,A,推球,139.7090139389038,37.75287628173828,29.662498652935028,-132.5085792541504
50,False,B,切球,-29.662498652935028,132.5085792541504,-45.53695321083069,-184.2763671875
51,False,A,放小球,45.53695321083069,184.2763671875,-93.45055842399597,-286.01007080078125
52,False,B,放小球,93.45055842399597,286.01007080078125,28.559337317943573,-232.60826873779297
53,False,A,推球,-28.559337317943573,232.60826873779297,58.81942343711853,-65.55826187133789
54,False,B,長球,-58.81942343711853,65.55826187133789,-190.4413604736328,-316.1631851196289
55,False,A,切球,190.4413604736328,316.1631851196289,0,-165
1,True,B,發短球,23.587997654039867,182.79411715605107,68.87600830680283,-281.03529750194787
2,False,A,推球,-68.87600830680283,281.03529750194787,-58.964915612400574,-208.63255636104418
3,False,B,切球,58.964915612400574,208.63255636104418,-131.48377461825015,-119.26632883808077
4,False,A,切球,131.48377461825015,500.26632883808077,0,-165
1,True,B,發短球,-31.26600901608964,155.1853177792333,29.01492890829425,-176.66948936385722
2,False,A,平球,-29.01492890829425,176.66948936385722,-39.6519092499077,-196.77385984345182
3,False,B,平球,39.6519092499077,196.77385984345182,-28.199555327614576,-153.8242306058462
4,False,A,平球,28.199555327614576,153.8242306058462,4.1906343100360175,-135.6272646367333
5,False,B,平球,-4.1906343100360175,135.6272646367333,-73.84826052188873,-285.2203063964844
6,False,A,挑球,73.84826052188873,285.2203063964844,-64.51448631286621,-177.94263076782227
7,False,B,長球,64.51448631286621,177.94263076782227,-68.45815324783325,-164.73982620239258
8,False,A,長球,68.45815324783325,164.73982620239258,16.10276085138321,-142.73220443725586
9,False,B,長球,-16.10276085138321,142.73220443725586,-20.705234467983246,-272.3285140991211
10,False,A,殺球,20.705234467983246,272.3285140991211,41.19470417499542,-99.48634338378906
11,False,B,長球,-41.19470417499542,99.48634338378906,47.27488398551941,-147.5498046875
12,False,A,殺球,-47.27488398551941,147.5498046875,19.705716848373413,-44.36021614074707
13,False,B,擋小球,-19.705716848373413,44.36021614074707,-24.29951500892639,-91.23420715332031
14,False,A,放小球,24.29951500892639,91.23420715332031,-38.76192045211792,-238.24629974365234
15,False,B,挑球,38.76192045211792,238.24629974365234,16.045231461524963,-158.87870025634766
16,False,A,殺球,-16.045231461524963,158.87870025634766,-56.62412238121033,-143.26627731323242
17,False,B,擋小球,56.62412238121033,143.26627731323242,-39.77387464046478,-170.74935913085938
18,False,A,挑球,39.77387464046478,170.74935913085938,-102.40373659133911,-199.86293029785156
19,False,B,擋小球,102.40373659133911,199.86293029785156,144.09826183319092,-139.09937286376953
20,False,A,挑球,-144.09826183319092,139.09937286376953,61.64329171180725,-244.97732543945312
21,False,B,切球,-61.64329171180725,244.97732543945312,-49.29093790054321,-164.50696182250977
22,False,A,推球,49.29093790054321,164.50696182250977,157.35364031791687,-225.34844207763672
23,False,B,長球,-157.35364031791687,225.34844207763672,13.114950776100159,-340.0035858154297
24,False,A,平球,-13.114950776100159,340.0035858154297,71.11734426021576,-275.29618072509766
25,False,B,切球,-71.11734426021576,275.29618072509766,-59.446749329566956,-288.37093353271484
26,False,A,推球,59.446749329566956,288.37093353271484,-213.02877283096313,-410.0057067871094
27,False,B,推球,213.02877283096313,410.0057067871094,33.01571869850159,-77.0435562133789
28,False,A,殺球,-33.01571869850159,77.0435562133789,126.24485278129578,-88.38948822021484
29,False,B,平球,-126.24485278129578,88.38948822021484,30.05025964975357,-186.26731872558594
30,False,A,推球,-30.05025964975357,186.26731872558594,-47.09464466571808,-151.5416145324707
31,False,B,長球,47.09464466571808,151.5416145324707,-47.55751824378967,-78.21497344970703
32,False,A,長球,47.55751824378967,78.21497344970703,-16.378950595855713,-139.66494750976562
33,False,B,切球,16.378950595855713,139.66494750976562,-117.35300397872925,1.6338996887207031
34,False,A,放小球,117.35300397872925,-1.6338996887207031,-43.16395926475525,109.83733367919922
35,False,B,挑球,43.16395926475525,-109.83733367919922,-44.5860401391983,-163.1240234375
36,False,A,放小球,44.5860401391983,163.1240234375,-28.524901866912842,-188.72256469726562
37,False,B,擋小球,28.524901866912842,188.72256469726562,98.50657510757446,-294.9116668701172
38,False,A,挑球,-98.50657510757446,294.9116668701172,206.49901866912842,-316.2592315673828
