rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id
5,8,0:09:22,14070.0,3.0,2.0,CHOU Tien Chen,2.0,殺球,,0.0,1.0,3.0,92.4703022371227,200.6730702143963,2.0,8.0,-0.7068999497572883,0.9706192436628965,,,,,5.0,-1.119231893802613,-1.3484625800751033,8.0,-0.24508572573393633,1.2135776912712057,0.0,1,23,4
5,9,0:09:23,14083.0,3.0,2.0,Kento MOMOTA,2.0,接殺防守,,0.0,1.0,8.0,117.03420411990236,653.3588947832761,2.0,8.0,-0.7813733078845434,-0.6421222328683,,,,,8.0,-0.3629379186257307,1.2207291029971319,5.0,-0.9237774049573488,-1.2318308981814996,0.0,1,23,4
5,10,0:09:24,14107.0,3.0,2.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,110.92738875346744,343.7125312892864,1.0,9.0,-0.8528808255466916,1.621197240622519,,,,,8.0,-0.6777177165277976,-0.7218318145910209,8.0,-0.29804630536589977,1.0198700083973602,0.0,1,23,4
5,11,0:09:25,14136.0,3.0,2.0,Kento MOMOTA,2.0,長球,,0.0,2.0,9.0,105.06377230517128,778.2698701995237,1.0,9.0,0.8198144197312025,-1.3790662013389632,,,,,9.0,-0.6945605540478897,1.566696718767594,8.0,-0.1988497061305334,-0.907851479276486,0.0,1,23,4
5,12,0:09:26,14170.0,3.0,2.0,CHOU Tien Chen,2.0,切球,,1.0,1.0,9.0,242.2247824179586,202.21928934291907,2.0,8.0,0.8817538974196223,0.7289003027261552,,,,,8.0,0.2977047002197142,-1.329253581778077,8.0,0.2591664636766977,1.1543698931919568,0.0,1,23,4
5,13,0:09:27,14188.0,3.0,2.0,Kento MOMOTA,2.0,推撲球,,1.0,2.0,8.0,247.30381958840903,606.9488581234218,1.0,6.0,0.9661323571898909,-1.3653482948524711,,,,,8.0,0.6891706911750525,0.9995051938377054,8.0,0.34376752971987745,-1.1130554826577133,0.0,1,23,4
5,14,0:09:28,14208.0,3.0,2.0,CHOU Tien Chen,2.0,殺球,1.0,0.0,2.0,6.0,254.22285328957105,204.8531273883256,1.0,8.0,-0.5482482343476713,1.081909960968521,,,,,9.0,0.9130038552254331,-1.3786552688086182,8.0,0.323139923287599,1.0536157027485362,0.0,1,23,4
5,15,0:09:28,14224.0,3.0,2.0,Kento MOMOTA,2.0,接殺防守,,0.0,2.0,8.0,130.04364478349095,674.726712505956,1.0,7.0,-0.7080463125020836,-0.5184103041427338,,,,,8.0,0.06359498265212433,1.0996210898798253,6.0,0.9846565433836981,-1.2362578601632557,0.0,1,23,4
5,16,0:09:29,14245.0,3.0,2.0,CHOU Tien Chen,3.0,推撲球,,0.0,2.0,7.0,116.94020237482914,367.4652216045951,1.0,4.0,-0.9876500482127161,1.6207549453123367,對手落地致勝,落地致勝,B,,7.0,-0.31445766840995276,-0.505735054644429,8.0,-0.28862927650586645,1.1370958132630662,0.0,1,23,4
5,17,,,,,Kento MOMOTA,,接不到,,,,,,,,,0.0,0.0,,,,,,0.0,1.0,,0.0,-1.0,,1,23,4
6,1,0:09:57,14943.0,4.0,2.0,CHOU Tien Chen,1.0,發長球,,1.0,2.0,7.0,,,1.0,8.0,0.7239023399210102,1.394432287577213,,,,,8.0,-0.1677650016078044,-0.7894074498459543,8.0,0.6810427768129911,1.0233047326647153,0.0,1,23,5
6,2,0:09:58,14969.0,4.0,2.0,Kento MOMOTA,2.0,殺球,1.0,0.0,1.0,8.0,234.35999187352283,734.7309992148249,2.0,8.0,0.8068528402420888,-1.1235233074079647,,,,,9.0,0.5148377980849268,1.5706907615676737,8.0,0.15102725233201225,-0.9423961767464745,0.0,1,23,5
6,3,0:09:59,14982.0,4.0,2.0,CHOU Tien Chen,2.0,接殺防守,,1.0,2.0,8.0,241.16193289985128,251.28352497767077,1.0,5.0,0.9667176578439712,1.4384362238056425,,,,,8.0,0.21811380847110923,-0.9421114116921977,8.0,0.48566133605252737,1.415284674792936,0.0,1,23,5
6,4,0:10:00,15015.0,4.0,2.0,Kento MOMOTA,2.0,殺球,,0.0,1.0,5.0,254.27084794320564,743.1797549706833,2.0,6.0,0.9884910075066996,-0.819759734151052,,,,,9.0,0.7492789759655571,1.6536631766755427,8.0,0.1960374712029337,-0.9542691123040212,0.0,1,23,5
6,5,0:10:01,15035.0,4.0,2.0,CHOU Tien Chen,3.0,網前球,,1.0,1.0,6.0,256.0562626155494,309.606131042998,2.0,2.0,1.0248760858678994,0.023123964930984304,未過網,對手未過網,A,,8.0,0.8281723736454327,-0.927488710691304,8.0,0.4444554456982104,1.335167614542329,0.0,1,23,5
7,1,0:10:14,15374.0,5.0,2.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,2.0,8.0,-0.28746688710352114,-0.8843443747942311,,,,,8.0,0.05434031372213263,0.8760499923035674,8.0,-0.3924485920381718,-0.92065363487428,0.0,1,23,6
7,2,0:10:15,15387.0,5.0,2.0,CHOU Tien Chen,2.0,推撲球,,1.0,2.0,8.0,151.42771525751127,297.20588003950763,1.0,9.0,-0.8393917332767956,1.5314338353666777,,,,,8.0,-0.4347224526294752,-0.6634554599679037,8.0,-0.10489966256974045,0.9727419040247476,0.0,1,23,6
7,3,0:10:16,15416.0,5.0,2.0,Kento MOMOTA,2.0,切球,,0.0,1.0,9.0,106.16987787130276,761.0352963904021,2.0,8.0,-0.7186052827039059,-1.018919577029892,,,,,4.0,-0.8895074813735078,1.5936614712001145,8.0,-0.16208799362821416,-0.94372526986352,0.0,1,23,6
7,4,0:10:17,15433.0,5.0,2.0,CHOU Tien Chen,3.0,切球,,0.0,1.0,8.0,116.07436681827971,271.3674412102607,2.0,10.0,1.6023923771680155,0.6888871110454596,出界,對手出界,A,,8.0,-0.5704179017988109,-0.9094236688636151,8.0,-0.4681591036859844,1.354050724017054,0.0,1,23,6
8,1,0:10:32,15804.0,6.0,2.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,1.0,8.0,0.3810387325105428,-0.7405485465122107,,,,,8.0,-0.10569201513236723,0.8508148464690777,8.0,0.7094979180610216,-0.8327177858804179,0.0,1,23,7
8,2,0:10:33,15827.0,6.0,2.0,CHOU Tien Chen,2.0,平球,,1.0,2.0,8.0,206.2451760658645,324.81467906965554,1.0,8.0,-0.3536048708371453,0.9878619087376238,,,,,8.0,0.29591681650962254,-0.6037256874473469,8.0,0.01700014882517183,0.932918702520853,0.0,1,23,7
8,3,0:10:33,15840.0,6.0,2.0,Kento MOMOTA,2.0,平球,,0.0,2.0,8.0,146.00440059135408,656.6694864776238,1.0,8.0,-0.4832377308624669,-0.9571555335976921,,,,,8.0,-0.20662201662010066,1.0596197528683913,8.0,-0.006330274363100776,-0.7537658081720527,0.0,1,23,7
8,4,0:10:34,15850.0,6.0,2.0,CHOU Tien Chen,2.0,平球,,0.0,2.0,8.0,135.37450606927771,283.2261375492431,1.0,8.0,0.34366788828149747,0.8688761845786986,,,,,8.0,-0.07979676166479174,-0.8478532362784605,8.0,-0.3019567389721911,1.090566084685813,0.0,1,23,7
8,5,0:10:34,15861.0,6.0,2.0,Kento MOMOTA,2.0,接殺防守,,1.0,2.0,8.0,203.1807668390828,633.8242274391101,1.0,8.0,0.051071221171166074,-0.6386836874955873,,,,,8.0,-0.18193468543647903,1.0987669798722084,8.0,-0.020533750692740542,-0.9070969838927937,0.0,1,23,7
8,6,0:10:35,15881.0,6.0,2.0,CHOU Tien Chen,3.0,推撲球,,1.0,2.0,8.0,179.18784013603562,344.37273200084724,1.0,10.0,1.1995319957958657,1.8725343258131648,出界,對手出界,A,,8.0,0.023447625075944972,-0.8238129723896149,8.0,-0.11618006471420156,1.0834154966793559,0.0,1,23,7
9,1,0:10:50,16253.0,6.0,3.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,1.0,8.0,-0.3423882368087267,-0.7319875488447257,,,,,8.0,0.07302121652607449,0.859690063933486,8.0,-0.3403695064287776,-0.9204330423667105,0.0,1,23,8
9,2,0:10:50,16270.0,6.0,3.0,CHOU Tien Chen,2.0,網前球,,1.0,1.0,8.0,146.9241645816844,326.45839062181267,2.0,7.0,-0.056696709621892695,0.3997049187153034,,,,,8.0,-0.39844605588983034,-0.6633053047918178,8.0,-0.11126963269264523,0.9324644850097213,0.0,1,23,8
9,3,0:10:51,16292.0,6.0,3.0,Kento MOMOTA,2.0,網前球,,1.0,1.0,7.0,170.3508698110048,543.7433443933382,2.0,8.0,-0.24368808696798278,-0.5387225446558034,,,,,7.0,-0.29983631982285436,0.5249079816699714,8.0,-0.17554132237919148,-0.8246487375226241,0.0,1,23,8
9,4,0:10:52,16313.0,6.0,3.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,155.0175768686254,363.56527142608576,1.0,8.0,-0.42379778419431363,1.4337742576123376,,,,,7.0,-0.2998961552593242,-0.4946326018230411,8.0,-0.10667349868781346,0.6997843486837271,0.0,1,23,8
9,5,0:10:54,16359.0,6.0,3.0,Kento MOMOTA,2.0,切球,,0.0,1.0,8.0,140.24858169606628,742.2846574615688,2.0,8.0,-0.42264076857609656,-0.9327924411731207,,,,,9.0,-0.3407336958870901,1.6568721656315966,8.0,-0.027988443846966124,-0.8951748595025496,0.0,1,23,8
9,6,0:10:54,16373.0,6.0,3.0,CHOU Tien Chen,2.0,接殺防守,,0.0,1.0,8.0,140.34345697676008,287.90385129476084,2.0,7.0,0.03939968523520442,0.5261610223348795,,,,,8.0,-0.3390298174006009,-0.8726621249034254,8.0,-0.21836017405275482,1.3621943911419343,0.0,1,23,8
9,7,0:10:55,16394.0,6.0,3.0,Kento MOMOTA,2.0,挑球,,1.0,1.0,7.0,178.23077418928676,568.0229162882969,2.0,3.0,-0.9876705362452578,-1.4396838417691107,,,,,8.0,-0.10526660816681395,0.9162763872276951,8.0,-0.16182808500242837,-0.919676790612353,0.0,1,23,8
9,8,0:10:57,16427.0,6.0,3.0,CHOU Tien Chen,2.0,長球,,0.0,2.0,3.0,94.01101602788886,190.5807023803308,1.0,8.0,-0.8414099912411749,1.4538081710407347,,,,,9.0,-0.8042807388702878,-1.386227887956179,8.0,-0.2833175587208838,1.1139374926991128,0.0,1,23,8
9,9,0:10:58,16461.0,6.0,3.0,Kento MOMOTA,2.0,殺球,,0.0,1.0,8.0,106.00438071822366,746.131168839821,2.0,5.0,-0.9359357784818472,-1.1938431273538133,,,,,4.0,-0.9134699775887561,1.6819887095243071,8.0,-0.15623703309718348,-1.1027716332654387,0.0,1,23,8
9,10,0:10:59,16477.0,6.0,3.0,CHOU Tien Chen,2.0,接殺防守,,0.0,1.0,5.0,98.25326616448854,237.78211954806787,2.0,7.0,-0.6458245852120683,0.32381158185213366,,,,,8.0,-0.4115176900818182,-1.0421097893403628,8.0,-0.6349650664547664,1.3753465816609907,0.0,1,23,8
9,11,0:11:00,16500.0,6.0,3.0,Kento MOMOTA,2.0,挑球,,0.0,2.0,7.0,122.0423840126104,529.1718237156097,1.0,9.0,-0.8519054961422741,-1.3995512079796015,,,,,8.0,-0.6778646647909361,0.697711844667193,8.0,-0.48414189328094925,-0.8024427967014219,0.0,1,23,8
9,12,0:11:01,16535.0,6.0,3.0,CHOU Tien Chen,2.0,長球,,0.0,2.0,9.0,105.14374931633353,198.2861680679165,1.0,8.0,-0.7164287752421683,1.4399502771780266,,,,,9.0,-0.6475146609165863,-1.5047023561047592,8.0,-0.2663901432443343,1.0750796877915068,0.0,1,23,8
9,13,0:11:02,16571.0,6.0,3.0,Kento MOMOTA,2.0,切球,,0.0,1.0,8.0,116.2528404301422,743.4704532181811,2.0,8.0,-0.6047405820172849,-0.721528177801939,,,,,9.0,-0.744377133053937,1.6419884557894981,8.0,-0.06519905390643686,-0.9674724286233213,0.0,1,23,8
9,14,0:11:03,16588.0,6.0,3.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,125.41127227458264,328.4665898620277,1.0,8.0,-0.7206279434492692,1.3895658185268023,,,,,8.0,-0.4339750054004741,-0.8375254950908767,8.0,-0.3135436689878339,1.2882843361570047,0.0,1,23,8
