rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id
3,14,0:08:24,12602.0,2.0,1.0,CHOU Tien Chen,2.0,挑球,,1.0,2.0,8.0,244.86698084308867,349.35711298693866,1.0,8.0,67.4615827655565,272.9727700973215,,,,,8.0,-57.53905030560307,-119.94949110806033,8.0,-28.967507668743878,187.82400904055305,0.0,1,23.0,2
3,15,0:08:25,12631.0,2.0,1.0,Kento MOMOTA,2.0,切球,,0.0,2.0,8.0,110.03841723444349,752.9727700973215,1.0,8.0,-61.16743439964242,134.0568897527412,,,,,9.0,-53.551009290604725,-283.8516286941616,8.0,-14.559187612704193,191.8717946089307,0.0,1,23.0,2
3,16,0:08:26,12655.0,2.0,1.0,CHOU Tien Chen,2.0,平球,,0.0,2.0,8.0,116.33256560035758,345.94311024725886,1.0,8.0,-47.655710756786846,175.7881513723221,,,,,8.0,48.214685709190746,-138.29300158564274,8.0,31.293012073442952,221.38776721285626,0.0,1,23.0,2
3,17,0:08:26,12670.0,2.0,1.0,Kento MOMOTA,2.0,接殺防守,,1.0,2.0,8.0,225.15571075678685,655.7881513723221,1.0,9.0,-62.41310515972836,291.7429211217225,,,,,8.0,26.86541172136043,-193.83345854803588,8.0,6.084256940101852,173.3700554237421,0.0,1,23.0,2
3,18,0:08:28,12702.0,2.0,1.0,CHOU Tien Chen,2.0,長球,,0.0,2.0,9.0,115.08689484027164,188.25707887827755,1.0,4.0,76.26839206203846,285.01129834468964,,,,,8.0,58.26213488347838,-254.20572354006174,8.0,16.898703945578603,202.43383545310894,0.0,1,23.0,2
3,19,0:08:29,12735.0,2.0,1.0,Kento MOMOTA,2.0,長球,,0.0,2.0,4.0,101.23160793796156,765.0112983446896,1.0,9.0,-71.0794814151634,281.70063455453067,,,,,9.0,-68.3719493143898,-285.07245531395756,8.0,-11.500156626116848,189.53559736214856,0.0,1,23.0,2
3,20,0:08:30,12766.0,2.0,1.0,CHOU Tien Chen,2.0,殺球,,0.0,1.0,9.0,106.4205185848366,198.29936544546933,2.0,8.0,-51.69473504829364,188.01021843419824,,,,,9.0,68.60113654257526,-284.1988376580831,8.0,19.30011748664552,208.33089058689006,0.0,1,23.0,2
3,21,0:08:31,12783.0,2.0,1.0,Kento MOMOTA,2.0,接殺防守,,1.0,1.0,8.0,229.19473504829364,668.0102184341982,2.0,2.0,76.7985457365524,102.75351045156435,,,,,8.0,44.874843980316086,-184.92425280172654,9.0,-43.30574993549118,299.2077581464076,0.0,1,23.0,2
3,22,0:08:32,12810.0,2.0,1.0,CHOU Tien Chen,2.0,挑球,,1.0,2.0,2.0,254.2985457365524,377.2464895484356,1.0,4.0,83.47732818870082,307.30898710534143,,,,,8.0,-50.41383584305464,-117.87464879261506,8.0,-33.98476754755848,184.8348769303626,0.0,1,23.0,2
3,23,0:08:33,12847.0,2.0,1.0,Kento MOMOTA,2.0,長球,,0.0,2.0,4.0,94.02267181129918,787.3089871053414,1.0,3.0,-99.09389634889833,294.6726048100961,,,,,9.0,-43.14494235075651,-310.20326157617137,8.0,-3.571070148340027,189.45695837017183,0.0,1,23.0,2
3,24,0:08:35,12875.0,2.0,1.0,CHOU Tien Chen,2.0,殺球,,0.0,1.0,3.0,78.40610365110167,185.32739518990385,2.0,8.0,69.19614836562664,204.97338600959802,,,,,5.0,83.10597629545555,-261.85109878130197,8.0,21.58695294524827,224.35927131985522,0.0,1,23.0,2
3,25,0:08:35,12886.0,2.0,1.0,Kento MOMOTA,2.0,接殺防守,,0.0,2.0,8.0,108.30385163437336,684.973386009598,1.0,5.0,-81.3332257878494,134.251728159692,,,,,8.0,-22.069969957435717,-224.35539548144004,3.0,-122.00373332977246,302.59546038453743,0.0,1,23.0,2
3,26,0:08:36,12913.0,2.0,1.0,CHOU Tien Chen,2.0,推撲球,,0.0,2.0,5.0,96.1667742121506,345.748271840308,1.0,9.0,-62.874453428705834,288.7516980024758,,,,,8.0,59.44778959284969,-136.2185589360164,8.0,44.817004751069504,202.20700802819408,0.0,1,23.0,2
3,27,00:08:37,12942.0,2.0,1.0,Kento MOMOTA,3.0,切球,,1.0,2.0,9.0,240.37445342870583,768.7516980024758,2.0,2.0,85.7213050809184,-17.745766524940052,掛網,對手掛網,B,,6.0,74.1647050336955,-276.7828260991423,8.0,25.349751982515727,205.42125524640323,0.0,1,23.0,2
4,1,0:08:57,13434.0,3.0,1.0,CHOU Tien Chen,1.0,發短球,,1.0,2.0,7.0,,,1.0,8.0,57.104657554871665,119.32776567620306,,,,,8.0,-9.676514456113154,-168.8130017490405,8.0,38.37302955162323,181.1983633486666,0.0,1,23.0,3
4,2,0:08:58,13456.0,3.0,1.0,Kento MOMOTA,2.0,網前球,,1.0,1.0,8.0,120.39534244512834,599.3277656762031,2.0,5.0,-83.2741823431436,123.45102826654306,,,,,8.0,-54.38878643028774,-142.03967230825117,8.0,-4.788804822073757,191.7747909834286,0.0,1,23.0,3
4,3,0:08:59,13478.0,3.0,1.0,CHOU Tien Chen,2.0,網前球,,0.0,1.0,5.0,94.2258176568564,356.548971733457,2.0,2.0,76.29346530278514,64.89031994990307,,,,,7.0,63.11450437314434,-99.87770858595673,8.0,31.090537158074994,170.51835871431126,0.0,1,23.0,3
4,4,0:09:00,13502.0,3.0,1.0,Kento MOMOTA,2.0,網前球,,0.0,2.0,2.0,101.20653469721486,544.8903199499031,1.0,1.0,-83.55206047085116,58.98541737571418,,,,,2.0,-79.37375140878198,-92.43232517374963,8.0,-45.881747712918155,140.45840944910583,0.0,1,23.0,3
4,5,0:09:00,13516.0,3.0,1.0,CHOU Tien Chen,2.0,推撲球,,0.0,1.0,1.0,93.94793952914884,421.0145826242858,2.0,8.0,40.22123227022573,138.95522280864043,,,,,7.0,64.01463323705843,-110.44247613020639,8.0,59.21739855830697,117.66533451173188,0.0,1,23.0,3
4,6,0:09:00,13523.0,3.0,1.0,Kento MOMOTA,3.0,接殺防守,,1.0,1.0,8.0,137.27876772977427,618.9552228086404,2.0,8.0,72.24023179671556,257.79149817439566,對手落地致勝,落地致勝,A,,8.0,-50.53422183042581,-134.0397511269598,1.0,-87.15374807698626,37.16991683819492,0.0,1,23.0,3
4,7,,,,,CHOU Tien Chen,,接不到,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,1,,3
5,1,0:09:16,13923.0,3.0,2.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,2.0,8.0,45.6482815987149,137.3842416088561,,,,,8.0,-10.15878650796816,-148.78025636797338,8.0,55.25263698340467,159.3856711633922,0.0,1,23.0,4
5,2,0:09:17,13947.0,3.0,2.0,CHOU Tien Chen,2.0,推撲球,,1.0,2.0,8.0,223.1482815987149,342.6157583911439,1.0,9.0,72.26157423629132,281.02806531122394,,,,,8.0,-17.65339465064727,-131.12271702319447,8.0,-3.3635987115260093,172.34604587070658,0.0,1,23.0,4
5,3,0:09:18,13970.0,3.0,2.0,Kento MOMOTA,2.0,殺球,,0.0,1.0,9.0,105.23842576370868,761.0280653112239,2.0,8.0,-47.307595143265246,210.84090616554533,,,,,8.0,-46.35969639857089,-274.491985957235,8.0,-10.925347718648737,205.78372089197137,0.0,1,23.0,4
5,4,0:09:19,13979.0,3.0,2.0,CHOU Tien Chen,2.0,接殺防守,,0.0,2.0,8.0,130.19240485673475,269.15909383445467,1.0,8.0,-26.67347073061643,226.18897470663603,,,,,8.0,25.200138405430977,-220.07210552282368,8.0,46.49435711899821,251.13032573244948,0.0,1,23.0,4
5,5,0:09:20,14001.0,3.0,2.0,Kento MOMOTA,2.0,殺球,1.0,0.0,1.0,8.0,204.17347073061643,706.188974706636,2.0,8.0,53.90617113399489,214.54088390680704,,,,,8.0,13.943252800638362,-240.3681857107473,8.0,-9.077656963257652,203.42705435652283,0.0,1,23.0,4
5,6,0:09:20,14016.0,3.0,2.0,CHOU Tien Chen,2.0,接殺防守,,1.0,2.0,8.0,231.4061711339949,265.4591160931929,1.0,8.0,67.6243261756554,268.892772973919,,,,,8.0,-22.85642293130681,-203.10830630440023,8.0,-25.40223886019848,217.48415842263182,0.0,1,23.0,4
5,7,0:09:21,14044.0,3.0,2.0,Kento MOMOTA,2.0,長球,,0.0,2.0,8.0,109.8756738243446,748.892772973919,1.0,3.0,-85.0296977628773,279.32692978560374,,,,,9.0,-51.57263159485666,-287.86671393133975,8.0,-7.235804595140536,205.7468544838531,0.0,1,23.0,4
5,8,0:09:22,14070.0,3.0,2.0,CHOU Tien Chen,2.0,殺球,,0.0,1.0,3.0,92.4703022371227,200.6730702143963,2.0,8.0,60.46579588009763,173.35889478327613,,,,,5.0,94.27701529181422,-271.90481537441985,8.0,22.59702951018278,220.00691672407152,0.0,1,23.0,4
5,9,0:09:23,14083.0,3.0,2.0,Kento MOMOTA,2.0,接殺防守,,0.0,1.0,8.0,117.03420411990236,653.3588947832761,2.0,8.0,-66.57261124653256,136.2874687107136,,,,,8.0,-32.26090932730992,-221.3799877754493,5.0,-78.2497472065026,249.51153245084788,0.0,1,23.0,4
5,10,0:09:24,14107.0,3.0,2.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,110.92738875346744,343.7125312892864,1.0,9.0,72.43622769482872,298.26987019952367,,,,,8.0,58.0728527552794,-151.591708401476,8.0,26.939797040003782,182.81504161229316,0.0,1,23.0,4
5,11,0:09:25,14136.0,3.0,2.0,Kento MOMOTA,2.0,長球,,0.0,2.0,9.0,105.06377230517128,778.2698701995237,1.0,9.0,64.72478241795861,277.78071065708093,,,,,9.0,-59.45396543192696,-287.80577000337803,8.0,-18.80567590270374,187.30748402108532,0.0,1,23.0,4
5,12,0:09:26,14170.0,3.0,2.0,CHOU Tien Chen,2.0,切球,,1.0,1.0,9.0,242.2247824179586,202.21928934291907,2.0,8.0,-69.80381958840903,126.94885812342181,,,,,8.0,-21.911785418016564,-268.2166877013908,8.0,-18.751650021489212,208.6390194928557,0.0,1,23.0,4
5,13,0:09:27,14188.0,3.0,2.0,Kento MOMOTA,2.0,推撲球,,1.0,2.0,8.0,247.30381958840903,606.9488581234218,1.0,6.0,76.72285328957105,275.14687261167444,,,,,8.0,54.0119966763543,-178.90499721683943,8.0,25.68893743702995,226.70665267028096,0.0,1,23.0,4
5,14,0:09:28,14208.0,3.0,2.0,CHOU Tien Chen,2.0,殺球,1.0,0.0,2.0,6.0,254.22285328957105,204.8531273883256,1.0,8.0,47.45635521650905,194.72671250595602,,,,,9.0,-72.36631612848552,-277.7018116112547,8.0,-23.99747370958312,189.29421492771894,0.0,1,23.0,4
5,15,0:09:28,14224.0,3.0,2.0,Kento MOMOTA,2.0,接殺防守,,0.0,2.0,8.0,130.04364478349095,674.726712505956,1.0,7.0,-60.55979762517086,112.53477839540483,,,,,8.0,2.714788577474195,-198.12724925692646,6.0,78.24183655746324,250.3615091513451,0.0,1,23.0,4
5,16,0:09:29,14245.0,3.0,2.0,CHOU Tien Chen,3.0,推撲球,,0.0,2.0,7.0,116.94020237482914,367.4652216045951,1.0,4.0,83.48730395344273,298.18494949996864,對手落地致勝,落地致勝,B,,7.0,28.285528809616125,-110.10113049173037,8.0,26.167600673481047,205.3223961465087,0.0,1,23.0,4
5,17,,,,,Kento MOMOTA,,接不到,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,1,,4
6,1,0:09:57,14943.0,4.0,2.0,CHOU Tien Chen,1.0,發長球,,1.0,2.0,7.0,,,1.0,8.0,-56.85999187352283,254.73099921482492,,,,,8.0,16.25673013183996,-164.56623037042323,8.0,-53.34550769866527,183.47450867162536,0.0,1,23.0,5
6,2,0:09:58,14969.0,4.0,2.0,Kento MOMOTA,2.0,殺球,1.0,0.0,1.0,8.0,234.35999187352283,734.7309992148249,2.0,8.0,63.66193289985128,228.71647502232918,,,,,9.0,39.716699442964,-288.57262622099336,8.0,9.884234691225004,193.9400659353231,0.0,1,23.0,5
6,3,0:09:59,14982.0,4.0,2.0,CHOU Tien Chen,2.0,接殺防守,,1.0,2.0,8.0,241.16193289985128,251.28352497767077,1.0,5.0,-76.77084794320564,263.17975497068335,,,,,8.0,-15.385332294630956,-193.885391044902,8.0,-37.324229556307245,258.7346575602437,0.0,1,23.0,5
6,4,0:10:00,15015.0,4.0,2.0,Kento MOMOTA,2.0,殺球,,0.0,1.0,5.0,254.27084794320564,743.1797549706833,2.0,6.0,78.55626261554937,170.39386895700204,,,,,9.0,58.94087602917568,-304.5033299217042,8.0,13.575072638640563,196.21966956237202,0.0,1,23.0,5
6,5,0:10:01,15035.0,4.0,2.0,CHOU Tien Chen,3.0,網前球,,1.0,1.0,6.0,256.0562626155494,309.606131042998,2.0,2.0,-81.53983904116774,-8.560198733251013,未過網,對手未過網,A,,8.0,-65.41013463892548,-191.07783245273038,8.0,-33.94534654725325,243.35218199212716,0.0,1,23.0,5
7,1,0:10:14,15374.0,5.0,2.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,2.0,8.0,-26.072284742488733,182.79411996049237,,,,,8.0,1.9559057252148762,-155.20159852228494,8.0,-34.68078454713009,189.7654978958617,0.0,1,23.0,6
7,2,0:10:15,15387.0,5.0,2.0,CHOU Tien Chen,2.0,推撲球,,1.0,2.0,8.0,151.42771525751127,297.20588003950763,1.0,9.0,71.33012212869724,281.0352963904021,,,,,8.0,38.147241115616964,-140.38344831383756,8.0,11.101772330718717,173.76644557275154,0.0,1,23.0,6
7,3,0:10:16,15416.0,5.0,2.0,Kento MOMOTA,2.0,切球,,0.0,1.0,9.0,106.16987787130276,761.0352963904021,2.0,8.0,-61.425633181720286,208.63255878973928,,,,,4.0,-75.43961347262764,-292.983002470422,8.0,-15.79121547751356,194.19525181379584,0.0,1,23.0,6
7,4,0:10:17,15433.0,5.0,2.0,CHOU Tien Chen,3.0,切球,,0.0,1.0,8.0,116.07436681827971,271.3674412102607,2.0,10.0,-128.89617492777728,119.26632532072824,出界,對手出界,A,,8.0,49.274267947502494,-187.60934442181406,8.0,40.88904650225072,246.97773901127437,0.0,1,23.0,6
8,1,0:10:32,15804.0,6.0,2.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,1.0,8.0,28.745176065864513,155.18532093034446,,,,,8.0,-11.166745240854112,-150.35645052206291,8.0,55.67882928100377,172.88181488904024,0.0,1,23.0,7
8,2,0:10:33,15827.0,6.0,2.0,CHOU Tien Chen,2.0,平球,,1.0,2.0,8.0,206.2451760658645,324.81467906965554,1.0,8.0,31.495599408645916,176.66948647762376,,,,,8.0,-21.765178953789047,-128.91533198989055,8.0,1.10598779633591,166.12039088400377,0.0,1,23.0,7
8,3,0:10:33,15840.0,6.0,2.0,Kento MOMOTA,2.0,平球,,0.0,2.0,8.0,146.00440059135408,656.6694864776238,1.0,8.0,-42.125493930722286,196.77386245075695,,,,,8.0,-19.443005362848254,-190.44699255073112,8.0,-3.0190824977742636,157.72303516903412,0.0,1,23.0,7
8,4,0:10:34,15850.0,6.0,2.0,CHOU Tien Chen,2.0,平球,,0.0,2.0,8.0,135.37450606927771,283.2261375492431,1.0,8.0,-25.680766839082793,153.82422743911013,,,,,8.0,9.043334456512923,-175.78782136546442,8.0,27.26045259571967,196.3886882596761,0.0,1,23.0,7
8,5,0:10:34,15861.0,6.0,2.0,Kento MOMOTA,2.0,接殺防守,,1.0,2.0,8.0,203.1807668390828,633.8242274391101,1.0,8.0,1.6878401360356179,135.62726799915276,,,,,8.0,-17.41864420579128,-197.963260135464,8.0,-4.183767556804725,187.16262090741634,0.0,1,23.0,7
8,6,0:10:35,15881.0,6.0,2.0,CHOU Tien Chen,3.0,推撲球,,1.0,2.0,8.0,179.18784013603562,344.37273200084724,1.0,10.0,-95.86162365526098,346.52659055612764,出界,對手出界,A,,8.0,0.5772947437725122,-171.17209069880607,8.0,12.026765306564528,195.01577536243633,0.0,1,23.0,7
9,1,0:10:50,16253.0,6.0,3.0,Kento MOMOTA,1.0,發短球,,1.0,2.0,7.0,,,1.0,8.0,-30.57583541831559,153.54160937818733,,,,,8.0,3.487739755138108,-152.0604922752293,8.0,-30.410299527159765,189.72314413440836,0.0,1,23.0,8
9,2,0:10:50,16270.0,6.0,3.0,CHOU Tien Chen,2.0,網前球,,1.0,1.0,8.0,146.9241645816844,326.45839062181267,2.0,7.0,7.149130188995201,63.74334439333825,,,,,8.0,35.17257658296609,-140.35461852002902,8.0,11.624109880796908,166.0331811218665,0.0,1,23.0,8
9,3,0:10:51,16292.0,6.0,3.0,Kento MOMOTA,2.0,網前球,,1.0,1.0,7.0,170.3508698110048,543.7433443933382,2.0,8.0,-22.48242313137459,116.4347285739143,,,,,7.0,-27.086578225474057,-87.78233248063452,8.0,-16.894388435093703,171.33255760434383,0.0,1,23.0,8
9,4,0:10:52,16313.0,6.0,3.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,155.0175768686254,363.56527142608576,1.0,8.0,37.25141830393372,262.2846574615688,,,,,7.0,27.091484731264586,-107.96945955002388,8.0,11.247226892400704,121.3585949472756,0.0,1,23.0,8
9,5,0:10:54,16359.0,6.0,3.0,Kento MOMOTA,2.0,切球,,0.0,1.0,8.0,140.24858169606628,742.2846574615688,2.0,8.0,-37.15654302323992,192.0961487052391,,,,,9.0,-30.44016306274139,-305.11945580126655,8.0,-4.795052395451222,184.8735730244896,0.0,1,23.0,8
9,6,0:10:54,16373.0,6.0,3.0,CHOU Tien Chen,2.0,接殺防守,,0.0,1.0,8.0,140.34345697676008,287.90385129476084,2.0,7.0,-0.7307741892867625,88.02291628829687,,,,,8.0,30.300445026849275,-180.55112798145774,8.0,20.405534272325895,248.54132309925137,0.0,1,23.0,8
9,7,0:10:55,16394.0,6.0,3.0,Kento MOMOTA,2.0,挑球,,1.0,1.0,7.0,178.23077418928676,568.0229162882969,2.0,3.0,-83.48898397211114,289.41929761966924,,,,,8.0,-11.131861869678744,-162.92506634771746,8.0,-15.769902970199126,189.57794379757183,0.0,1,23.0,8
9,8,0:10:57,16427.0,6.0,3.0,CHOU Tien Chen,2.0,長球,,0.0,2.0,3.0,94.01101602788886,190.5807023803308,1.0,8.0,71.49561928177633,266.13116883982104,,,,,9.0,68.45102058736359,-279.15575448758636,8.0,25.732039815112472,200.87599859822967,0.0,1,23.0,8
9,9,0:10:58,16461.0,6.0,3.0,Kento MOMOTA,2.0,殺球,,0.0,1.0,8.0,106.00438071822366,746.131168839821,2.0,5.0,-79.24673383551146,242.21788045193216,,,,,4.0,-77.404538162278,-309.94183222866695,8.0,-15.311436713969044,224.73215358696427,0.0,1,23.0,8
9,10,0:10:59,16477.0,6.0,3.0,CHOU Tien Chen,2.0,接殺防守,,0.0,1.0,5.0,98.25326616448854,237.78211954806787,2.0,7.0,55.4576159873896,49.17182371560966,,,,,8.0,36.24445058670909,-213.08507955334971,8.0,54.567135449290845,251.0665436789102,0.0,1,23.0,8
9,11,0:11:00,16500.0,6.0,3.0,Kento MOMOTA,2.0,挑球,,0.0,2.0,7.0,122.0423840126104,529.1718237156097,1.0,9.0,-72.35625068366647,281.7138319320835,,,,,8.0,-58.08490251285676,-120.96067417610107,8.0,-42.19963524903784,167.06901696667296,0.0,1,23.0,8
9,12,0:11:01,16535.0,6.0,3.0,CHOU Tien Chen,2.0,長球,,0.0,2.0,9.0,105.14374931633353,198.2861680679165,1.0,8.0,61.247159569857786,263.4704532181811,,,,,9.0,55.59620219516006,-301.9028523721138,8.0,24.343991746035414,193.41530005596928,0.0,1,23.0,8
9,13,0:11:02,16571.0,6.0,3.0,Kento MOMOTA,2.0,切球,,0.0,1.0,8.0,116.2528404301422,743.4704532181811,2.0,8.0,-52.08872772541736,151.53341013797228,,,,,9.0,-63.538924910422836,-302.26178351158364,8.0,-7.846322420327823,198.7547062956777,0.0,1,23.0,8
9,14,0:11:03,16588.0,6.0,3.0,CHOU Tien Chen,2.0,挑球,,0.0,2.0,8.0,125.41127227458264,328.4665898620277,1.0,8.0,61.59149136284009,253.79663715714605,,,,,8.0,38.08595044283888,-173.80489505744833,8.0,28.210580857002384,234.3505925421449,0.0,1,23.0,8
9,15,0:11:04,16616.0,6.0,3.0,Kento MOMOTA,2.0,切球,,0.0,1.0,8.0,115.90850863715993,733.796637157146,2.0,5.0,-76.13986609609742,171.9151943561584,,,,,8.0,-66.41885354478194,-275.68798107286284,8.0,-16.414013299107552,196.51804602745096,0.0,1,23.0,8
9,16,0:11:05,16637.0,6.0,3.0,CHOU Tien Chen,2.0,網前球,,0.0,1.0,5.0,101.36013390390258,308.0848056438416,2.0,7.0,-61.48996007430159,64.34458456735501,,,,,8.0,57.2561197824208,-189.98939526555466,8.0,23.08138358817729,220.00302053264545,0.0,1,23.0,8
