Set,Rally,Frame,X,Y,Time,Getpoint_player,Lose_reason
1,7,3528,497,459,00:01:57.718,,
1,7,3591,621,311,00:01:59.820,,
1,7,3662,833,373,00:02:02.189,,
1,7,3680,530,340,00:02:02.789,,
1,7,3701,459,373,00:02:03.490,,
1,7,3725,524,347,00:02:04.291,,
1,7,3747,484,333,00:02:05.025,,
1,7,3813,813,390,00:02:07.227,,
1,7,3841,841,367,00:02:08.161,,
1,7,3905,849,342,00:02:10.297,B,2
1,8,3983,853,433,00:02:12.899,,
1,8,4069,733,422,00:02:15.769,,
1,8,4147,667,422,00:02:18.372,,
1,8,4170,764,336,00:02:19.139,,
1,8,4198,488,336,00:02:20.073,,
1,8,4218,792,349,00:02:20.741,,
1,8,4246,803,316,00:02:21.675,B,1
1,9,4339,472,311,00:02:24.778,,
1,9,4357,658,403,00:02:25.379,,
1,9,4380,695,438,00:02:26.146,,
1,9,4443,811,150,00:02:28.248,,
1,9,4467,499,458,00:02:29.049,,
1,9,4516,664,399,00:02:30.684,B,0
1,10,4671,728,421,00:02:35.856,,
1,10,4733,613,149,00:02:37.924,,
1,10,4772,472,354,00:02:39.226,,
1,10,4795,539,326,00:02:39.993,,
1,10,4823,794,424,00:02:40.927,,
1,10,4848,819,314,00:02:41.762,,
1,10,4870,567,319,00:02:42.496,,
1,10,4913,782,183,00:02:43.930,,
1,10,4940,476,485,00:02:44.831,,
1,10,4976,545,225,00:02:46.033,,
1,10,5003,838,412,00:02:46.933,A,0
1,11,5108,682,318,00:02:50.437,,
1,11,5127,626,383,00:02:51.071,,
1,11,5162,772,161,00:02:52.239,,
1,11,5198,434,343,00:02:53.440,,
1,11,5220,833,355,00:02:54.174,A,0
1,12,5258,854,332,00:02:55.442,,
1,12,5317,682,309,00:02:57.411,,
1,12,5335,777,372,00:02:58.011,,
1,12,5383,505,336,00:02:59.613,,
1,12,5405,589,341,00:03:00.347,,
1,12,5429,779,398,00:03:01.148,,
1,12,5453,855,351,00:03:01.948,,
1,12,5498,897,413,00:03:03.450,,
1,12,5509,718,304,00:03:03.817,,
1,12,5521,637,299,00:03:04.217,,
1,12,5542,517,421,00:03:04.918,,
1,12,5585,692,144,00:03:06.353,,
1,12,5614,520,350,00:03:07.320,,
1,12,5664,711,162,00:03:08.989,A,1
1,13,5814,578,379,00:03:13.994,,
1,13,5838,681,343,00:03:14.795,,
1,13,5883,478,379,00:03:16.296,,
1,13,5945,456,486,00:03:18.365,,
1,13,5976,492,350,00:03:19.399,,
1,13,6002,449,377,00:03:20.267,,
1,13,6046,774,145,00:03:21.735,,
1,13,6082,475,316,00:03:22.936,,
1,13,6139,880,515,00:03:24.838,,
1,13,6162,827,257,00:03:25.605,B,0
1,14,6679,714,380,00:03:42.856,,
1,14,6775,793,442,00:03:46.059,,
1,14,6827,484,468,00:03:47.794,,
1,14,6864,588,162,00:03:49.029,,
1,14,6879,559,436,00:03:49.529,,
1,14,6908,802,353,00:03:50.497,,
1,14,6938,865,412,00:03:51.498,,
1,14,6987,470,410,00:03:53.133,,
1,14,7016,741,447,00:03:54.101,A,2
1,15,7129,680,309,00:03:57.871,,
1,15,7148,756,378,00:03:58.505,,
1,15,7166,640,342,00:03:59.106,,
1,15,7202,472,360,00:04:00.307,,
1,15,7219,479,336,00:04:00.874,,
1,15,7249,488,379,00:04:01.875,,
1,15,7273,493,349,00:04:02.676,,
1,15,7319,632,324,00:04:04.211,,
1,15,7339,837,362,00:04:04.878,B,1
1,16,7385,866,338,00:04:06.413,,
1,16,7449,695,439,00:04:08.548,,
1,16,7512,738,155,00:04:10.650,,
1,16,7535,529,433,00:04:11.418,,
1,16,7554,587,312,00:04:12.052,,
1,16,7564,612,364,00:04:12.385,,
1,16,7604,894,418,00:04:13.720,,
1,16,7626,828,291,00:04:14.454,,
1,16,7666,919,550,00:04:15.789,A,1
1,17,7788,713,300,00:04:19.860,,
1,17,7804,834,386,00:04:20.393,,
1,17,7833,609,182,00:04:21.361,,
1,17,7843,692,438,00:04:21.695,,
1,17,7885,842,283,00:04:23.096,,
1,17,7902,857,441,00:04:23.663,,
1,17,7949,618,163,00:04:25.232,,
1,17,7966,618,406,00:04:25.799,,
1,17,7991,485,312,00:04:26.633,,
1,17,8027,478,340,00:04:27.834,,
1,17,8047,495,338,00:04:28.502,B,1
1,18,8144,681,315,00:04:31.738,,
1,18,8165,595,389,00:04:32.439,,
1,18,8214,854,433,00:04:34.074,,
1,18,8248,549,341,00:04:35.208,,
1,18,8276,455,400,00:04:36.143,,
1,18,8348,881,442,00:04:38.545,,
1,18,8379,529,260,00:04:39.579,,
1,18,8393,732,372,00:04:40.046,,
1,18,8412,581,247,00:04:40.680,,
1,18,8438,495,350,00:04:41.548,,
1,18,8460,558,309,00:04:42.282,,
1,18,8486,791,458,00:04:43.150,,
1,18,8532,761,149,00:04:44.684,A,1
1,19,8713,696,430,00:04:50.724,,
1,19,8791,858,450,00:04:53.326,,
1,19,8820,532,322,00:04:54.294,,
1,19,8847,482,418,00:04:55.195,,
1,19,8870,503,357,00:04:55.962,,
1,19,8899,794,370,00:04:56.930,,
1,19,8924,825,372,00:04:57.764,,
1,19,8991,777,342,00:05:00.000,,
1,19,9009,819,324,00:05:00.600,,
1,19,9044,904,394,00:05:01.768,,
1,19,9071,529,294,00:05:02.669,,
1,19,9098,467,405,00:05:03.570,A,0
1,20,9195,790,314,00:05:06.807,,
1,20,9293,728,432,00:05:10.076,,
1,20,9369,667,393,00:05:12.612,,
1,20,9394,753,252,00:05:13.446,,
1,20,9417,850,437,00:05:14.214,,
1,20,9441,833,348,00:05:15.015,,
1,20,9474,528,342,00:05:16.116,,
1,20,9497,775,344,00:05:16.883,,
1,20,9537,410,561,00:05:18.218,,
1,20,9577,566,157,00:05:19.553,,
1,20,9590,457,529,00:05:19.986,A,2
1,21,9688,666,299,00:05:23.256,,
1,21,9703,583,378,00:05:23.757,,
1,21,9728,510,340,00:05:24.591,,
1,21,9755,459,383,00:05:25.492,,
1,21,9801,773,227,00:05:27.027,,
1,21,9828,513,382,00:05:27.928,,
1,21,9855,800,359,00:05:28.829,,
1,21,9888,909,460,00:05:29.930,,
1,21,9913,801,278,00:05:30.764,,
1,21,9943,895,422,00:05:31.765,,
1,21,9987,763,147,00:05:33.233,,
1,21,10011,859,435,00:05:34.034,,
1,21,10061,461,463,00:05:35.702,,
1,21,10087,528,309,00:05:36.570,,
1,21,10109,456,297,00:05:37.304,,
1,21,10150,782,155,00:05:38.672,,
1,21,10205,897,342,00:05:40.507,,
1,21,10227,475,385,00:05:41.241,A,0
1,22,10306,431,375,00:05:43.877,,
1,22,10352,701,445,00:05:45.412,,
1,22,10417,715,159,00:05:47.581,,
1,22,10428,536,487,00:05:47.948,,
1,22,10468,468,393,00:05:49.282,,
1,22,10486,532,239,00:05:49.883,A,1
1,23,10592,728,438,00:05:53.420,,
1,23,10654,568,157,00:05:55.488,,
1,23,10672,476,463,00:05:56.089,,
1,23,10697,492,286,00:05:56.923,,
1,23,10729,447,356,00:05:57.991,,
1,23,10752,532,335,00:05:58.758,,
1,23,10778,802,437,00:05:59.626,,
1,23,10837,499,531,00:06:01.595,,
1,23,10868,481,348,00:06:02.629,,
1,23,10895,458,412,00:06:03.530,,
1,23,10930,797,141,00:06:04.698,B,0
1,24,11088,700,433,00:06:09.970,,
1,24,11166,861,462,00:06:12.572,,
1,24,11198,522,316,00:06:13.640,,
1,24,11227,432,333,00:06:14.608,,
1,24,11243,539,274,00:06:15.141,,
1,24,11272,862,456,00:06:16.109,,
1,24,11317,858,443,00:06:17.611,,
1,24,11383,835,454,00:06:19.813,B,0
1,25,11542,726,408,00:06:25.118,,
1,25,11601,579,144,00:06:27.087,,
1,25,11615,453,459,00:06:27.554,,
1,25,11644,552,326,00:06:28.521,,
1,25,11667,592,373,00:06:29.289,B,0
1,26,11816,646,392,00:06:34.261,,
1,26,11836,717,320,00:06:34.928,,
1,26,11869,560,326,00:06:36.029,,
1,26,11889,481,363,00:06:36.696,,
1,26,11921,425,396,00:06:37.764,,
1,26,11947,493,366,00:06:38.632,,
1,26,11994,789,354,00:06:40.200,,
1,26,12021,643,321,00:06:41.101,,
1,26,12043,629,410,00:06:41.835,,
1,26,12068,795,329,00:06:42.669,,
1,26,12103,511,428,00:06:43.837,,
1,26,12142,475,241,00:06:45.138,,
1,26,12168,571,324,00:06:46.006,,
1,26,12179,622,350,00:06:46.373,A,0
1,27,12255,618,309,00:06:48.909,,
1,27,12270,642,379,00:06:49.409,,
1,27,12287,700,312,00:06:49.976,,
1,27,12313,524,392,00:06:50.844,,
1,27,12354,544,352,00:06:52.212,,
1,27,12376,534,366,00:06:52.946,,
1,27,12418,676,300,00:06:54.347,,
1,27,12434,626,316,00:06:54.881,,
1,27,12456,603,320,00:06:55.615,,
1,27,12496,839,356,00:06:56.950,B,1
1,28,12579,446,389,00:06:59.719,,
1,28,12608,647,432,00:07:00.687,,
1,28,12653,495,417,00:07:02.188,,
1,28,12708,847,419,00:07:04.024,,
1,28,12739,564,346,00:07:05.058,,
1,28,12778,515,298,00:07:06.359,,
1,28,12806,548,198,00:07:07.294,,
1,28,12831,525,390,00:07:08.128,,
1,28,12854,773,350,00:07:08.895,,
1,28,12897,529,327,00:07:10.330,,
1,28,12913,513,347,00:07:10.864,,
1,28,12938,542,393,00:07:11.698,A,0
1,29,13033,804,311,00:07:14.868,,
1,29,13076,619,260,00:07:16.303,,
1,29,13087,609,322,00:07:16.670,,
1,29,13147,928,380,00:07:18.672,,
1,29,13169,727,332,00:07:19.406,,
1,29,13186,582,375,00:07:19.973,,
1,29,13208,609,329,00:07:20.707,,
1,29,13234,647,404,00:07:21.574,,
1,29,13263,737,422,00:07:22.542,,
1,29,13342,642,389,00:07:25.178,,
1,29,13362,710,334,00:07:25.845,,
1,29,13384,684,385,00:07:26.579,,
1,29,13408,693,347,00:07:27.380,,
1,29,13457,566,337,00:07:29.015,,
1,29,13473,506,339,00:07:29.549,,
1,29,13502,529,361,00:07:30.517,,
1,29,13526,532,358,00:07:31.318,,
1,29,13566,488,320,00:07:32.652,,
1,29,13588,415,334,00:07:33.386,A,0
1,30,13696,606,328,00:07:36.990,,
1,30,13755,858,321,00:07:38.959,,
1,30,13796,770,397,00:07:40.327,,
1,30,13819,718,343,00:07:41.094,,
1,30,13849,536,379,00:07:42.095,,
1,30,13889,552,128,00:07:43.430,,
1,30,13904,540,472,00:07:43.930,,
1,30,13929,541,342,00:07:44.764,,
1,30,13960,811,377,00:07:45.799,,
1,30,13999,846,411,00:07:47.100,,
1,30,14015,797,212,00:07:47.634,,
1,30,14026,848,447,00:07:48.001,,
1,30,14053,538,323,00:07:48.902,,
1,30,14079,515,383,00:07:49.769,,
1,30,14103,475,323,00:07:50.570,,
1,30,14137,745,429,00:07:51.705,,
1,30,14168,537,194,00:07:52.739,,
1,30,14193,896,428,00:07:53.573,,
1,30,14226,899,413,00:07:54.674,A,0
1,31,14265,917,424,00:07:55.976,,
1,31,14322,635,313,00:07:57.877,,
1,31,14382,555,306,00:07:59.879,,
1,31,14400,745,300,00:08:00.480,,
1,31,14423,844,412,00:08:01.247,,
1,31,14444,780,192,00:08:01.948,,
1,31,14455,562,505,00:08:02.315,,
1,31,14507,503,357,00:08:04.050,,
1,31,14580,785,151,00:08:06.486,A,1
1,32,14666,643,394,00:08:09.356,,
1,32,14717,648,397,00:08:11.057,,
1,32,14743,499,377,00:08:11.925,,
1,32,14780,595,342,00:08:13.159,,
1,32,14791,582,315,00:08:13.526,,
1,32,14820,455,430,00:08:14.494,,
1,32,14869,487,403,00:08:16.129,,
1,32,14888,530,227,00:08:16.763,,
1,32,14900,556,416,00:08:17.163,,
1,32,14917,528,248,00:08:17.731,,
1,32,14927,588,449,00:08:18.064,A,2
1,33,15070,628,321,00:08:22.836,,
1,33,15126,522,341,00:08:24.704,,
1,33,15166,644,394,00:08:26.039,,
1,33,15189,519,330,00:08:26.806,,
1,33,15214,510,417,00:08:27.640,,
1,33,15277,661,450,00:08:29.743,,
1,33,15304,533,371,00:08:30.643,,
1,33,15343,765,312,00:08:31.945,,
1,33,15361,646,287,00:08:32.545,,
1,33,15392,536,395,00:08:33.580,A,0
1,34,15482,591,313,00:08:36.583,,
1,34,15534,605,307,00:08:38.318,,
1,34,15596,836,348,00:08:40.387,,
1,34,15616,496,330,00:08:41.054,,
1,34,15655,626,365,00:08:42.355,B,1
1,35,15742,622,410,00:08:45.258,,
1,35,15764,493,332,00:08:45.992,,
1,35,15800,399,435,00:08:47.193,,
1,35,15822,492,306,00:08:47.927,,
1,35,15846,478,388,00:08:48.728,,
1,35,15907,802,415,00:08:50.764,,
1,35,15925,788,233,00:08:51.364,,
1,35,15949,892,439,00:08:52.165,,
1,35,15974,845,334,00:08:52.999,,
1,35,16002,889,426,00:08:53.933,,
1,35,16029,568,321,00:08:54.834,,
1,35,16054,506,376,00:08:55.668,,
1,35,16109,572,154,00:08:57.504,,
1,35,16122,435,471,00:08:57.937,,
1,35,16175,470,427,00:08:59.706,,
1,35,16203,742,329,00:09:00.640,,
1,35,16231,558,317,00:09:01.574,,
1,35,16295,815,507,00:09:03.710,,
1,35,16325,603,331,00:09:04.711,,
1,35,16365,836,376,00:09:06.045,,
1,35,16397,490,348,00:09:07.113,,
1,35,16437,739,433,00:09:08.448,B,1
1,36,16483,786,400,00:09:09.983,,
1,36,16539,635,308,00:09:11.851,,
1,36,16603,542,335,00:09:13.987,,
1,36,16617,540,299,00:09:14.454,,
1,36,16643,787,405,00:09:15.321,,
1,36,16665,689,312,00:09:16.056,,
1,36,16697,566,354,00:09:17.123,,
1,36,16740,569,159,00:09:18.558,,
1,36,16754,519,406,00:09:19.025,,
1,36,16784,557,364,00:09:20.026,,
1,36,16806,737,329,00:09:20.760,,
1,36,16836,856,392,00:09:21.761,,
1,36,16867,507,331,00:09:22.796,B,1
1,37,16906,489,323,00:09:24.097,,
1,37,16943,640,358,00:09:25.331,,
1,37,16969,735,145,00:09:26.199,,
1,37,17014,548,313,00:09:27.700,,
1,37,17030,771,331,00:09:28.234,,
1,37,17062,845,431,00:09:29.302,,
1,37,17087,831,332,00:09:30.136,,
1,37,17116,604,365,00:09:31.104,,
1,37,17183,811,392,00:09:33.339,,
1,37,17213,532,329,00:09:34.340,,
1,37,17240,471,414,00:09:35.241,,
1,37,17267,503,360,00:09:36.142,,
1,37,17313,477,334,00:09:37.677,,
1,37,17329,510,312,00:09:38.211,,
1,37,17351,534,364,00:09:38.945,,
1,37,17382,757,347,00:09:39.979,,
1,37,17410,506,372,00:09:40.914,,
1,37,17444,916,388,00:09:42.048,,
1,37,17474,522,322,00:09:43.049,,
1,37,17504,517,425,00:09:44.050,,
1,37,17570,784,152,00:09:46.252,,
1,37,17594,542,467,00:09:47.053,,
1,37,17623,529,365,00:09:48.021,,
1,37,17655,501,414,00:09:49.088,,
1,37,17676,744,304,00:09:49.789,A,1
2,1,17842,620,256,00:09:55.328,,
2,1,17855,606,330,00:09:55.762,,
2,1,17914,877,364,00:09:57.730,,
2,1,17941,806,341,00:09:58.631,,
2,1,17968,487,438,00:09:59.532,,
2,1,17995,615,341,00:10:00.433,,
2,1,18020,523,331,00:10:01.267,,
2,1,18047,489,422,00:10:02.168,B,0
