Set,Rally,Frame,X,Y,Time,Getpoint_player,Lose_reason
1,5,788,750,399,00:00:26.291471233943167,,
1,5,821,741,408,00:00:27.392510003892568,,
1,5,848,750,399,00:00:28.293359906578438,,
1,5,869,750,399,00:00:28.994020942000777,,
1,5,880,744,402,00:00:29.361033865317243,,
1,5,891,756,399,00:00:29.72804678863371,,
1,5,901,735,393,00:00:30.06169490073959,,
1,5,914,741,393,00:00:30.49543744647723,,
1,5,930,711,393,00:00:31.029274425846634,,
1,5,940,711,393,00:00:31.362922537952514,,
1,5,961,714,399,00:00:32.063583573374856,,
1,5,972,714,393,00:00:32.43059649669132,,
1,5,984,750,402,00:00:32.83097423121837,B,1
1,6,1000,720,399,00:00:33.36481121058778,,
1,6,1012,714,399,00:00:33.76518894511483,,
1,6,1030,729,399,00:00:34.36575554690541,,
1,6,1051,747,393,00:00:35.066416582327754,,
1,6,1064,753,393,00:00:35.5001591280654,,
1,6,1079,744,396,00:00:36.000631296224206,,
1,6,1090,756,405,00:00:36.36764421954068,,
1,6,1102,735,396,00:00:36.76802195406773,,
1,6,1117,750,399,00:00:37.26849412222655,,
1,6,1127,750,399,00:00:37.602142234332426,,
1,6,1140,759,402,00:00:38.03588478007007,B,0
1,7,1182,741,399,00:00:39.43720685091475,,
1,7,1202,759,288,00:00:40.10450307512651,,
1,7,1212,759,288,00:00:40.438151187232386,,
1,7,1252,756,402,00:00:41.7727436356559,,
1,7,1264,759,288,00:00:42.17312137018295,,
1,7,1281,756,399,00:00:42.74032316076294,,
1,7,1298,756,282,00:00:43.307524951342934,,
1,7,1312,750,402,00:00:43.77463230829116,B,0
1,8,1353,759,285,00:00:45.14258956792526,,
1,8,1364,681,294,00:00:45.50960249124173,,
1,8,1376,756,288,00:00:45.909980225768784,,
1,8,1389,735,399,00:00:46.34372277150642,,
1,8,1399,750,399,00:00:46.677370883612305,,
1,8,1410,765,405,00:00:47.044383806928764,,
1,8,1420,717,393,00:00:47.37803191903464,,
1,8,1432,711,399,00:00:47.7784096535617,,
1,8,1459,714,399,00:00:48.67925955624757,B,0
1,9,1478,720,396,00:00:49.31319096924873,,
1,9,1501,723,399,00:00:50.08058162709225,B,0
1,10,1634,711,393,00:00:54.51810151810042,,
1,10,1652,705,402,00:00:55.118668119891005,,
1,10,1665,705,402,00:00:55.55241066562865,,
1,10,1676,714,396,00:00:55.919423588945115,,
1,10,1687,708,402,00:00:56.28643651226158,,
1,10,1697,717,393,00:00:56.62008462436746,,
1,10,1712,714,393,00:00:57.12055679252627,,
1,10,1724,714,393,00:00:57.52093452705333,,
1,10,1736,720,393,00:00:57.92131226158038,,
1,10,1746,717,399,00:00:58.25496037368626,,
1,10,1760,717,393,00:00:58.722067730634485,,
1,10,1774,717,399,00:00:59.18917508758272,,
1,10,1830,726,399,00:01:01.0576045153756368,,
1,10,1841,717,393,00:01:01.4246174386920956,B,0
1,11,1876,720,393,00:01:02.592385831062664,,
1,11,1896,723,399,00:01:03.259682055274425,,
1,11,1934,717,393,00:01:04.527544881276768,,
1,11,1967,714,393,00:01:05.628583651226165,,
1,11,1977,714,390,00:01:05.962231763332028,,
1,11,2012,756,393,00:01:07.130000155702618,,
1,11,2034,735,405,00:01:07.864026002335535,,
1,11,2053,711,393,00:01:08.497957415336714,,
1,11,2066,747,405,00:01:08.931699961074358,,
1,11,2076,762,297,00:01:09.26534807318022,,
1,11,2088,750,399,00:01:09.665725807707275,,
1,11,2098,753,399,00:01:09.999373919813152,,
1,11,2108,753,399,00:01:10.333022031919043,B,1
1,12,2122,759,399,00:01:10.800129388867262,,
1,12,2142,753,399,00:01:11.467425613079016,,
1,12,2152,753,402,00:01:11.801073725184892,,
1,12,2165,753,399,00:01:12.23481627092255,,
1,12,2177,753,399,00:01:12.635194005449591,,
1,12,2198,756,399,00:01:13.335855040871934,,
1,12,2211,756,399,00:01:13.769597586609564,,
1,12,2221,813,282,00:01:14.103245698715455,,
1,12,2234,732,399,00:01:14.536988244453099,,
1,12,2245,744,393,00:01:14.904001167769565,,
1,12,2256,750,399,00:01:15.271014091086016,,
1,12,2266,732,402,00:01:15.604662203191907,A,1
1,13,2302,738,402,00:01:16.805795406773058,,
1,13,2317,750,399,00:01:17.30626757493188,,
1,13,2329,720,399,00:01:17.706645309458935,,
1,13,2342,714,402,00:01:18.14038785519658,,
1,13,2358,759,393,00:01:18.674224834565976,,
1,13,2371,717,393,00:01:19.10796738030362,B,0
1,14,2468,903,168,00:01:22.344354067730634,,
1,14,2572,717,393,00:01:25.81429443363176,,
1,14,2584,717,393,00:01:26.214672168158813,A,0
1,15,2636,717,393,00:01:27.949642351109375,,
1,15,2649,720,393,00:01:28.383384896847033,,
1,15,2661,720,393,00:01:28.783762631374074,,
1,15,2710,714,393,00:01:30.418638380692883,,
1,15,2722,714,393,00:01:30.819016115219924,,
1,15,2745,714,399,00:01:31.58640677306346,,
1,15,2757,717,393,00:01:31.9867845075905,,
1,15,2778,720,393,00:01:32.68744554301284,,
1,15,2789,717,396,00:01:33.05445846632931,B,0
1,16,2822,720,393,00:01:34.155497236278705,,
1,16,2833,720,393,00:01:34.52251015959517,,
1,16,2857,720,393,00:01:35.32326562864928,,
1,16,2868,717,390,00:01:35.69027855196575,,
1,16,2901,720,393,00:01:36.79131732191513,,
1,16,2960,720,393,00:01:38.75984118333983,,
1,16,2972,720,399,00:01:39.16021891786687,,
1,16,2983,720,402,00:01:39.52723184118334,,
1,16,2995,750,396,00:01:39.92760957571039,,
1,16,3006,741,402,00:01:40.29462249902686,,
1,16,3021,756,396,00:01:40.79509466718568,A,1
1,17,3033,756,393,00:01:41.195472401712735,,
1,17,3045,714,393,00:01:41.595850136239775,,
1,17,3070,753,399,00:01:42.42997041650449,,
1,17,3102,753,396,00:01:43.49764437524328,,
1,17,3115,753,393,00:01:43.93138692098093,,
1,17,3159,750,399,00:01:45.39943861424679,,
1,17,3171,729,393,00:01:45.799816348773845,,
1,17,3183,717,393,00:01:46.2001940833009,,
1,17,3197,711,402,00:01:46.66730144024912,B,0
1,19,3458,714,399,00:01:55.37551716621253,,
1,19,3470,717,393,00:01:55.77589490073959,,
1,19,3480,717,393,00:01:56.109543012845464,,
1,19,3499,714,393,00:01:56.74347442584664,,
1,19,3513,705,393,00:01:57.21058178279486,,
1,19,3529,720,399,00:01:57.74441876216426,,
1,19,3540,711,393,00:01:58.111431685480724,A,1
1,20,3552,756,396,00:01:58.51180942000779,,
1,20,3567,753,399,00:01:59.0122815881666,,
1,20,3586,726,405,00:01:59.646213001167766,,
1,20,3596,732,399,00:01:59.97986111327364,,
1,20,3608,759,393,00:02:00.3802388478007117,,
1,20,3631,756,288,00:02:01.1476295056442183,,
1,20,3650,756,393,00:02:01.7815609186453827,,
1,20,3661,759,393,00:02:02.1485738419618627,,
1,20,3677,756,393,00:02:02.68241082133126,,
1,20,3688,756,393,00:02:03.0494237446477257,A,1
1,21,3748,714,369,00:02:05.051312417282986,,
1,21,3758,777,363,00:02:05.384960529388877,,
1,21,3780,759,393,00:02:06.118986376021795,,
1,21,3796,729,393,00:02:06.652823355391206,,
1,21,3807,726,396,00:02:07.019836278707658,,
1,21,3884,714,393,00:02:09.588926741922933,,
1,21,3899,759,393,00:02:10.08939891008174,,
1,21,3909,753,390,00:02:10.423047022187603,,
1,21,3919,765,396,00:02:10.756695134293494,,
1,21,3931,759,396,00:02:11.157072868820535,,
1,21,3941,720,393,00:02:11.490720980926426,,
1,21,3952,726,396,00:02:11.857733904242906,,
1,21,3963,723,393,00:02:12.224746827559358,,
1,21,3974,717,393,00:02:12.59175975087581,B,0
1,22,4001,720,393,00:02:13.492609653561686,,
1,22,4024,717,396,00:02:14.260000311405236,,
1,22,4047,717,393,00:02:15.027390969248728,,
1,22,4100,717,393,00:02:16.795725963409865,,
1,22,4125,822,345,00:02:17.629846243674564,,
1,22,4141,780,177,00:02:18.16368322304399,,
1,22,4153,777,273,00:02:18.56406095757103,A,0
1,23,4179,717,393,00:02:19.431546049046318,,
1,23,4200,714,393,00:02:20.13220708446866,,
1,23,4262,717,393,00:02:22.2008253795251,,
1,23,4288,717,393,00:02:23.068310471000387,,
1,23,4298,717,393,00:02:23.40195858310625,B,0
1,24,4367,702,402,00:02:25.704130556636812,,
1,24,4388,717,393,00:02:26.404791592059155,A,0
1,25,4502,717,393,00:02:30.20838007006617,,
1,25,4527,717,393,00:02:31.04250035033087,,
1,25,4552,759,399,00:02:31.876620630595568,,
1,25,4564,741,399,00:02:32.27699836512261,,
1,25,4575,753,393,00:02:32.64401128843906,,
1,25,4607,756,393,00:02:33.71168524717791,,
1,25,4617,750,399,00:02:34.045333359283774,,
1,25,4627,756,399,00:02:34.378981471389636,,
1,25,4638,756,399,00:02:34.745994394706116,,
1,25,4650,753,399,00:02:35.146372129233185,B,1
1,26,4667,753,399,00:02:35.71357391981314,,
1,26,4678,753,399,00:02:36.08058684312962,,
1,26,4689,756,396,00:02:36.447599766446075,,
1,26,4699,756,399,00:02:36.781247878551966,,
1,26,4714,756,396,00:02:37.281720046710774,,
1,26,4750,720,396,00:02:38.48285325029195,,
1,26,4782,762,396,00:02:39.55052720903075,,
1,26,4793,762,288,00:02:39.9175401323472,,
1,26,4816,753,285,00:02:40.68493079019072,,
1,26,4827,762,402,00:02:41.0519437135072,,
1,26,4837,759,285,00:02:41.38559182561309,,
1,26,4847,756,279,00:02:41.71923993771895,A,0
1,27,4895,762,402,00:02:43.320750875827144,,
1,27,4905,729,396,00:02:43.654398987933064,,
1,27,4917,756,396,00:02:44.054776722460105,,
1,27,4927,729,396,00:02:44.388424834565996,,
1,27,4947,720,393,00:02:45.05572105877775,,
1,27,5012,753,399,00:02:47.22443378746593,,
1,27,5028,741,399,00:02:47.75827076683535,,
1,27,5039,759,393,00:02:48.125283690151804,,
1,27,5052,714,399,00:02:48.559026235889434,,
1,27,5066,711,402,00:02:49.02613359283768,B,0
1,28,5090,711,402,00:02:49.82688906189179,,
1,28,5114,759,399,00:02:50.6276445309459,,
1,28,5134,756,396,00:02:51.294940755157654,,
1,28,5144,759,390,00:02:51.62858886726352,,
1,28,5204,711,402,00:02:53.630477539898806,,
1,28,5215,711,399,00:02:53.99749046321526,,
1,28,5225,717,405,00:02:54.33113857532115,,
1,28,5248,714,399,00:02:55.09852923316464,B,0
1,29,5305,714,399,00:02:57.00032347216816,,
1,29,5317,723,396,00:02:57.4007012066952,,
1,29,5412,894,282,00:03:00.5703582717010534,,
1,29,5422,714,192,00:03:00.9040063838069443,,
1,29,5449,777,414,00:03:01.8048562864928215,B,0
1,30,5524,714,402,00:03:04.30721712728689,,
1,30,5553,633,303,00:03:05.274796652393945,,
1,30,5576,759,345,00:03:06.042187310237438,,
1,30,5597,711,402,00:03:06.74284834565978,,
1,30,5612,702,402,00:03:07.243320513818617,A,1
1,31,5686,774,399,00:03:09.712316543402096,,
1,31,5705,747,393,00:03:10.34624795640326,,
1,31,5783,750,402,00:03:12.948703230829125,,
1,31,5796,711,399,00:03:13.382445776566755,,
1,31,5809,759,396,00:03:13.816188322304413,,
1,31,5820,759,390,00:03:14.183201245620864,,
1,31,5832,762,393,00:03:14.583578980147934,,
1,31,5842,759,393,00:03:14.917227092253796,,
1,31,5858,756,390,00:03:15.451064071623193,,
1,31,5868,753,396,00:03:15.784712183729084,,
1,31,5881,756,396,00:03:16.218454729466714,,
1,31,5896,747,393,00:03:16.718926897625522,,
1,31,5906,753,402,00:03:17.052575009731413,,
1,31,5916,762,393,00:03:17.386223121837304,B,0
1,32,5985,711,402,00:03:19.688395095367866,,
1,32,5996,759,393,00:03:20.055408018684318,,
1,32,6009,738,399,00:03:20.489150564421948,,
1,32,6022,747,402,00:03:20.922893110159606,,
1,32,6032,753,402,00:03:21.256541222265497,,
1,32,6043,753,399,00:03:21.62355414558192,,
1,32,6053,759,393,00:03:21.95720225768781,,
1,32,6068,762,399,00:03:22.457674425846648,,
1,32,6078,759,393,00:03:22.79132253795251,,
1,32,6118,732,396,00:03:24.125914986376017,,
1,32,6136,717,399,00:03:24.72648158816662,A,1
1,33,6155,714,402,00:03:25.360413001167757,,
1,33,6187,837,213,00:03:26.42808695990658,,
1,33,6211,597,321,00:03:27.22884242896069,,
1,33,6225,714,393,00:03:27.69594978590891,,
1,33,6243,708,399,00:03:28.296516387699484,,
1,33,6277,714,399,00:03:29.430919968859456,,
1,33,6289,822,390,00:03:29.831297703386554,B,0
2,1,6530,765,393,00:03:37.872217205138185,,
2,1,6619,762,396,00:03:40.8416854028805,A,0
2,2,6667,765,390,00:03:42.44319634098872,,
2,2,6677,753,396,00:03:42.77684445309458,,
2,2,6688,741,390,00:03:43.14385737641106,,
2,2,6698,750,393,00:03:43.477505488516925,A,0
2,3,6888,768,408,00:03:49.816819618528626,,
2,3,6901,750,393,00:03:50.250562164266256,,
2,3,6916,741,402,00:03:50.751034332425064,,
2,3,6938,759,390,00:03:51.485060179057996,,
2,3,6948,759,399,00:03:51.81870829116386,,
2,3,6958,756,396,00:03:52.15235640326975,,
2,3,6968,756,399,00:03:52.48600451537561,,
2,3,6978,759,393,00:03:52.8196526274815,,
2,3,6989,759,393,00:03:53.18666555079798,,
2,3,7000,759,393,00:03:53.55367847411446,,
2,3,7012,759,393,00:03:53.954056208641504,B,0
2,4,7024,753,393,00:03:54.354433943168544,,
2,4,7036,747,399,00:03:54.75481167769561,,
2,4,7051,759,396,00:03:55.25528384585442,,
2,4,7061,759,393,00:03:55.58893195796031,,
2,4,7072,759,393,00:03:55.955944881276764,,
2,4,7085,759,396,00:03:56.389687427014394,,
2,4,7112,729,411,00:03:57.29053732970027,,
2,4,7127,762,393,00:03:57.79100949785908,,
2,4,7170,756,399,00:03:59.22569637991435,,
2,4,7181,756,399,00:03:59.59270930323083,A,1
2,5,7218,756,396,00:04:00.8272073180225732,,
2,5,7268,756,402,00:04:02.495447878551971,,
2,5,7280,759,393,00:04:02.895825613079012,,
2,5,7290,753,399,00:04:03.2294737251848744,,
2,5,7305,756,396,00:04:03.729945893343711,A,0
2,6,7376,756,402,00:04:06.098847489295451,,
2,6,7394,762,396,00:04:06.699414091086027,,
2,6,7421,750,396,00:04:07.600263993771904,,
2,6,7462,759,390,00:04:08.968221253406,A,0
2,7,7515,735,393,00:04:10.736556247567137,,
2,7,7526,729,399,00:04:11.103569170883617,,
2,7,7536,762,393,00:04:11.437217282989508,,
2,7,7552,750,393,00:04:11.971054262358905,,
2,7,7563,756,390,00:04:12.338067185675357,,
2,7,7573,762,390,00:04:12.671715297781248,,
2,7,7584,762,390,00:04:13.0387282210977,,
2,7,7594,759,387,00:04:13.372376333203562,,
2,7,7604,759,390,00:04:13.706024445309453,,
2,7,7626,762,393,00:04:14.440050291942413,,
2,7,7638,759,393,00:04:14.840428026469453,A,1
2,8,7666,759,396,00:04:15.774642740365891,,
2,8,7719,759,402,00:04:17.542977734527028,,
2,8,7747,759,399,00:04:18.477192448423523,,
2,8,7763,756,402,00:04:19.01102942779289,,
2,8,7803,756,399,00:04:20.345621876216455,B,1
2,9,7823,759,396,00:04:21.01291810042818,,
2,9,7855,759,393,00:04:22.080592059166975,,
2,9,7868,759,393,00:04:22.51433460490466,,
2,9,7891,753,393,00:04:23.281725262748125,,
2,9,7903,738,396,00:04:23.682102997275194,,
2,9,7916,750,399,00:04:24.115845543012824,,
2,9,7929,765,399,00:04:24.54958808875051,,
2,9,7955,759,399,00:04:25.41707318022577,,
2,9,7967,759,396,00:04:25.81745091475284,,
2,9,7977,729,390,00:04:26.151099026858674,B,1
2,10,7989,756,393,00:04:26.551476761385743,,
2,10,8035,759,390,00:04:28.086258077072785,,
2,10,8059,759,393,00:04:28.887013546126923,,
2,10,8069,759,393,00:04:29.220661658232814,,
2,10,8081,762,390,00:04:29.621039392759826,,
2,10,8091,759,393,00:04:29.954687504865717,A,0
2,11,8141,762,390,00:04:31.622928065395115,,
2,11,8151,765,390,00:04:31.95657617750095,,
2,11,8161,762,390,00:04:32.29022428960684,,
2,11,8174,762,390,00:04:32.72396683534453,,
2,11,8185,756,399,00:04:33.09097975866092,,
2,11,8198,762,393,00:04:33.52472230439861,,
2,11,8220,762,393,00:04:34.25874815103157,,
2,11,8250,762,390,00:04:35.25969248734913,,
2,11,8260,762,390,00:04:35.593340599455075,,
2,11,8298,762,390,00:04:36.86120342545735,A,1
2,12,8326,759,393,00:04:37.79541813935384,,
2,12,8336,750,408,00:04:38.12906625145973,,
2,12,8350,762,393,00:04:38.59617360840798,,
2,12,8383,762,393,00:04:39.697212378357335,,
2,12,8398,759,393,00:04:40.19768454651614,,
2,12,8410,735,219,00:04:40.59806228104321,,
2,12,8470,762,396,00:04:42.599950953678444,A,0
2,13,8499,807,291,00:04:43.5675304787855,,
2,13,8519,600,141,00:04:44.23482670299728,,
2,13,8577,759,399,00:04:46.16998575321139,,
2,13,8642,774,156,00:04:48.33869848189954,A,0
2,15,8889,729,402,00:04:56.579806850914736,,
2,15,8899,759,390,00:04:56.91345496302063,,
2,15,8957,759,396,00:04:58.84861401323474,,
2,15,8987,759,390,00:04:59.84955834955235,,
2,15,9001,750,393,00:05:00.31666570650060066,,
2,15,9012,759,396,00:05:00.6836786298170523,B,1
2,16,9027,762,393,00:05:01.1841507979759172,,
2,16,9063,720,390,00:05:02.3852840015570678,,
2,16,9074,762,390,00:05:02.7522969248734626,,
2,16,9096,753,393,00:05:03.4863227715064227,,
2,16,9117,753,390,00:05:04.186983806928822,,
2,16,9132,750,390,00:05:04.687455975087573,,
2,16,9153,750,399,00:05:05.388117010509973,,
2,16,9163,765,393,00:05:05.721765122615807,,
2,16,9189,762,390,00:05:06.5892502140910665,,
2,16,9206,765,393,00:05:07.1564520046711095,,
2,16,9217,765,393,00:05:07.523464927987561,,
2,16,9230,765,393,00:05:07.957207473725191,,
2,16,9256,759,390,00:05:08.82469256520045,,
2,16,9266,765,390,00:05:09.158340677306342,,
2,16,9277,753,396,00:05:09.525353600622793,,
2,16,9287,798,282,00:05:09.859001712728684,,
2,16,9298,756,288,00:05:10.226014636045136,,
2,16,9317,762,402,00:05:10.8599460490463,,
2,16,9340,753,399,00:05:11.627336706889878,,
2,16,9371,765,393,00:05:12.661645854418055,,
2,16,9390,765,393,00:05:13.295577267419276,A,0
2,17,9430,723,183,00:05:14.630169715842783,,
2,17,9486,801,285,00:05:16.49859914363566,A,1
2,18,9594,765,390,00:05:20.101998754379167,,
2,18,9626,765,387,00:05:21.16967271311796,,
2,18,9641,795,282,00:05:21.67014488127677,,
2,18,9658,765,387,00:05:22.237346671856756,,
2,18,9669,765,390,00:05:22.604359595173207,,
2,18,9710,765,393,00:05:23.97231685480733,,
2,18,9734,765,393,00:05:24.773072323861413,,
2,18,9759,765,390,00:05:25.607192604126112,,
2,18,9769,711,390,00:05:25.940840716232003,,
2,18,9786,756,396,00:05:26.50804250681199,,
2,18,9797,759,393,00:05:26.875055430128498,,
2,18,9811,753,393,00:05:27.34216278707669,,
2,18,9821,756,390,00:05:27.67581089918258,,
2,18,9831,750,396,00:05:28.009459011288413,,
2,18,9841,753,396,00:05:28.343107123394304,,
2,18,9853,768,390,00:05:28.743484857921374,,
2,18,9866,789,477,00:05:29.177227403659003,,
2,18,9877,747,393,00:05:29.544240326975455,,
2,18,9897,726,393,00:05:30.211536551187237,A,0
2,19,9926,756,393,00:05:31.179116076294292,,
2,19,9938,762,390,00:05:31.579493810821305,,
2,19,9952,765,390,00:05:32.04660116776955,,
2,19,10041,741,399,00:05:35.016069365511896,,
2,19,10055,723,390,00:05:35.48317672246009,A,0
2,20,10071,729,393,00:05:36.017013701829455,,
2,20,10110,723,390,00:05:37.31824133904246,,
2,20,10141,729,393,00:05:38.352550486570635,,
2,20,10249,729,156,00:05:41.955950097314144,,
2,20,10261,672,324,00:05:42.35632783184121,A,0
2,21,10304,735,393,00:05:43.79101471389646,,
2,21,10434,735,399,00:05:48.12844017127287,,
2,21,10444,756,393,00:05:48.46208828337876,,
2,21,10455,756,393,00:05:48.82910120669521,,
2,21,10486,750,393,00:05:49.86341035422345,A,0
2,22,10515,750,396,00:05:50.8309898793305,,
2,22,10544,756,396,00:05:51.7985694044375,,
2,22,10555,747,393,00:05:52.16558232775401,,
2,22,10568,714,393,00:05:52.59932487349164,,
2,22,10581,759,393,00:05:53.03306741922927,,
2,22,10604,756,393,00:05:53.80045807707279,,
2,22,10615,765,390,00:05:54.16747100038924,,
2,22,10625,756,393,00:05:54.50111911249513,,
2,22,10636,762,396,00:05:54.868132035811584,,
2,22,10651,759,393,00:05:55.36860420397039,,
2,22,10665,753,399,00:05:55.83571156091864,,
2,22,10677,723,393,00:05:56.23608929544571,,
2,22,10687,765,387,00:05:56.56973740755154,,
2,22,10699,756,396,00:05:56.97011514207861,,
2,22,10712,750,390,00:05:57.40385768781624,A,1
2,23,10728,753,393,00:05:57.93769466718567,,
2,23,10795,753,393,00:06:00.17313701829505135,,
2,23,10810,750,390,00:06:00.6736091864538594,,
2,23,10824,762,387,00:06:01.1407165434021067,,
2,23,10838,759,390,00:06:01.6078239003502972,,
2,23,10849,759,387,00:06:01.9748368236668057,,
2,23,10886,747,399,00:06:03.209334838458574,,
2,23,10901,765,393,00:06:03.709807006617382,,
2,23,10911,765,405,00:06:04.043455118723216,,
2,23,10924,753,399,00:06:04.477197664460846,,
2,23,10935,759,393,00:06:04.844210587777354,,
2,23,10947,762,393,00:06:05.244588322304423,,
2,23,10959,759,393,00:06:05.6449660568314926,,
2,23,10971,762,393,00:06:06.045343791358505,,
2,23,10990,759,390,00:06:06.679275204359669,,
2,23,11002,714,399,00:06:07.079652938886738,,
2,23,11012,729,399,00:06:07.413301050992629,,
2,23,11025,729,399,00:06:07.847043596730202,,
2,23,11040,741,399,00:06:08.347515764889067,,
2,23,11053,741,399,00:06:08.781258310626754,,
2,23,11065,735,393,00:06:09.181636045153766,,
2,23,11077,735,396,00:06:09.582013779680835,B,1
2,24,11115,750,396,00:06:10.849876605683107,,
2,24,11129,735,393,00:06:11.316983962631355,,
2,24,11139,735,396,00:06:11.650632074737302,,
2,24,11156,738,399,00:06:12.217833865317232,,
2,24,11166,738,396,00:06:12.551481977423123,,
2,24,11177,741,399,00:06:12.918494900739574,,
2,24,11217,744,399,00:06:14.253087349163081,,
2,24,11253,741,399,00:06:15.454220552744289,B,0
2,25,11267,750,399,00:06:15.92132790969248,,
2,25,11278,738,396,00:06:16.28834083300893,,
2,25,11297,738,396,00:06:16.922272246010152,,
2,25,11307,804,282,00:06:17.255920358115986,,
2,25,11327,801,285,00:06:17.92321658232771,,
2,25,11337,729,393,00:06:18.25686469443366,,
2,25,11354,801,288,00:06:18.824066485013645,,
2,25,11374,804,306,00:06:19.49136270922537,,
2,25,11388,807,291,00:06:19.95847006617356,,
2,25,11407,807,288,00:06:20.592401479174782,A,0
2,26,11434,801,288,00:06:21.49325138186066,,
2,26,11446,801,288,00:06:21.89362911638767,,
2,26,11464,738,393,00:06:22.494195718178275,,
2,26,11475,735,393,00:06:22.861208641494727,,
2,26,11503,804,288,00:06:23.795423355391165,,
2,26,11524,738,393,00:06:24.496084390813564,,
2,26,11537,798,294,00:06:24.929826936551194,,
2,26,11550,795,294,00:06:25.363569482288824,,
2,26,11572,801,291,00:06:26.097595328921727,,
2,26,11582,741,393,00:06:26.431243441027675,,
2,26,11592,750,393,00:06:26.76489155313351,,
2,26,11602,741,399,00:06:27.0985396652394,,
2,26,11617,738,396,00:06:27.599011833398208,,
2,26,11639,732,393,00:06:28.33303768003117,,
2,26,11651,801,297,00:06:28.73341541455818,,
2,26,11666,801,288,00:06:29.23388758271699,,
2,26,11677,735,396,00:06:29.600900506033497,,
2,26,11690,804,285,00:06:30.03464305177107,,
2,26,11700,762,405,00:06:30.368291163877018,,
2,26,11711,741,393,00:06:30.73530408719347,,
2,26,11722,801,291,00:06:31.10231701050992,,
2,26,11734,726,393,00:06:31.50269474503699,,
2,26,11746,804,288,00:06:31.90307247956406,,
2,26,11756,801,285,00:06:32.236720591669894,B,0
2,27,11770,729,393,00:06:32.70382794861814,,
2,27,11784,738,393,00:06:33.17093530556633,,
2,27,11797,741,399,00:06:33.60467785130402,,
2,27,11807,801,291,00:06:33.93832596340991,,
2,27,11829,729,399,00:06:34.67235181004281,,
2,27,11883,801,285,00:06:36.47405161541457,,
2,27,11901,801,288,00:06:37.07461821720517,,
2,27,11913,729,393,00:06:37.47499595173224,,
2,27,11927,735,393,00:06:37.94210330868043,,
2,27,11963,735,396,00:06:39.14323651226158,A,1
2,28,11980,729,399,00:06:39.71043830284157,,
2,28,11993,729,399,00:06:40.1441808485792,,
2,28,12049,729,396,00:06:42.01261027637213,,
2,28,12060,729,399,00:06:42.37962319968864,,
2,28,12071,729,399,00:06:42.74663612300509,,
2,28,12081,729,399,00:06:43.08028423511092,,
2,28,12095,741,396,00:06:43.54739159205917,,
2,28,12110,798,288,00:06:44.04786376021798,,
2,28,12138,807,297,00:06:44.98207847411442,,
2,28,12149,807,288,00:06:45.349091397430925,,
2,28,12162,807,285,00:06:45.782833943168555,,
2,28,12172,765,390,00:06:46.116482055274446,,
2,28,12188,768,393,00:06:46.650319034643815,,
2,28,12213,765,390,00:06:47.48443931490851,,
2,28,12223,765,393,00:06:47.818087427014405,,
2,28,12233,759,402,00:06:48.151735539120295,,
2,28,12243,771,396,00:06:48.485383651226186,,
2,28,12254,750,393,00:06:48.85239657454264,,
2,28,12264,765,393,00:06:49.18604468664853,,
2,28,12281,735,393,00:06:49.75324647722846,,
